""	"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0043409"	"BP"	"GO:0043409"	"negative regulation of MAPK cascade"	"66/4529"	"183/18614"	0.000241262197381072	0.00805840541481459	0.00634737412810738	"65018/2048/2633/26191/2629/55870/5997/467/11221/64853/183/284996/3553/2043/5468/1849/5291/1739/55584/7345/6423/1601/2150/57556/153769/10318/1843/10385/154043/7430/5071/2852/857/27330/10251/1846/4067/4609/8000/3301/2218/7099/153090/1850/6609/9479/27250/8661/80824/2308/57447/51339/1540/5048/9611/1845/9368/5771/6317/140885/650/655/10347/348/91662/3976"	66
"GO:0021915"	"BP"	"GO:0021915"	"neural tube development"	"60/4529"	"163/18614"	0.000242103400538483	0.00805840541481459	0.00634737412810738	"1969/7798/8543/92344/5362/5629/6201/26160/54910/2736/7474/200894/3280/57545/57728/10427/6423/836/5754/10370/2737/8985/9968/10395/7976/6788/115908/23552/5727/9355/133/5080/55626/10524/26005/648/7289/5916/317/79600/84678/25831/51339/3091/4522/677/23059/1856/54903/57534/51098/655/140467/5566/7040/2909/8463/25776/9620/23654"	60
"GO:0030135"	"CC"	"GO:0030135"	"coated vesicle"	"103/4724"	"312/19518"	0.000246274785787678	0.00343532288056655	0.00260754905363447	"9341/1889/26119/553115/533/50999/6272/9554/5872/10456/1314/8674/10228/29097/149111/90411/7039/10618/130340/23677/5868/7474/523/9276/205428/1173/685/950/22872/10427/9871/1601/112574/64924/1839/81555/972/1212/9856/3134/3105/3133/3107/3106/3127/3123/3117/3113/3115/51429/3482/1956/3092/261729/1174/155066/286451/538/4952/10134/6845/23259/51606/528/57720/5286/4900/56681/143187/928/25977/4074/51290/22818/9182/55681/8906/10484/10972/85439/5265/57617/567/8120/5045/527/23062/164/1856/51226/55062/201294/201475/10483/92840/1785/11018/23149/348/529/8218/162/11015"	103
"GO:0032588"	"CC"	"GO:0032588"	"trans-Golgi network membrane"	"41/4724"	"102/19518"	0.000247717160095275	0.00343532288056655	0.00260754905363447	"9341/55204/10067/84283/8674/10228/55676/4430/130340/339122/972/63971/3127/3123/3117/3113/3115/3482/9179/1174/9367/538/6482/738/5870/9712/3363/143187/4074/8549/400/11154/23431/10066/192683/164/3996/11031/10079/113178/162"	41
"GO:0032438"	"BP"	"GO:0032438"	"melanosome organization"	"20/4529"	"39/18614"	0.000249722457735765	0.00822675419740799	0.00647997762124602	"23557/8934/9839/130340/84343/55330/63971/10981/1174/357/11234/23682/26985/26258/164/8943/348/89781/162/25825"	20
"GO:0046329"	"BP"	"GO:0046329"	"negative regulation of JNK cascade"	"20/4529"	"39/18614"	0.000249722457735765	0.00822675419740799	0.00647997762124602	"65018/26191/11221/64853/6423/2150/153769/5071/3301/2218/9479/27250/80824/51339/1540/5048/9611/1845/6317/140885"	20
"GO:0071214"	"BP"	"GO:0071214"	"cellular response to abiotic stimulus"	"111/4529"	"339/18614"	0.000256373283859763	0.00836011155083816	0.00658501937223554	"6339/6548/10269/6513/84230/3428/477/50848/5743/25896/163859/183/23596/159/114548/3553/10010/51776/84236/51719/993/4638/4311/5290/3954/2868/5978/2247/6423/836/5734/5295/654/1432/1026/5429/2729/5796/2911/358/136319/7076/2002/65267/8795/6591/94241/4609/5339/3297/90865/7099/3309/2022/6609/1643/79073/572/10714/10413/4312/4314/1410/3014/5599/9531/664/10635/8531/54407/41/4193/8738/144715/675/3981/56339/4776/1965/677/9990/440275/90427/5888/54617/11261/641/2072/9683/4313/1535/9780/4157/7157/4239/672/4836/3690/1277/3759/6662/2885/55364/83959/5111/79913/1265/79085/9230/1785/706"	111
"GO:0104004"	"BP"	"GO:0104004"	"cellular response to environmental stimulus"	"111/4529"	"339/18614"	0.000256373283859763	0.00836011155083816	0.00658501937223554	"6339/6548/10269/6513/84230/3428/477/50848/5743/25896/163859/183/23596/159/114548/3553/10010/51776/84236/51719/993/4638/4311/5290/3954/2868/5978/2247/6423/836/5734/5295/654/1432/1026/5429/2729/5796/2911/358/136319/7076/2002/65267/8795/6591/94241/4609/5339/3297/90865/7099/3309/2022/6609/1643/79073/572/10714/10413/4312/4314/1410/3014/5599/9531/664/10635/8531/54407/41/4193/8738/144715/675/3981/56339/4776/1965/677/9990/440275/90427/5888/54617/11261/641/2072/9683/4313/1535/9780/4157/7157/4239/672/4836/3690/1277/3759/6662/2885/55364/83959/5111/79913/1265/79085/9230/1785/706"	111
"GO:0005741"	"CC"	"GO:0005741"	"mitochondrial outer membrane"	"73/4724"	"208/19518"	0.00025708734735397	0.00343593144346343	0.00260801097749462	"65018/374986/4170/5298/10456/4580/55154/84134/8564/2043/56947/129807/5894/132671/2180/7416/54974/670/10981/56895/5071/54543/51024/2710/4128/51309/51566/9823/2182/10857/65991/665/54332/5339/23230/9830/445/55626/572/1374/79671/55847/84883/84896/54708/57678/51703/664/4257/3845/10059/120892/4891/84749/22877/7316/140707/23111/599/90427/8303/80777/80179/80347/56907/596/116151/81890/126129/56993/1727/706/25813"	73
"GO:1903034"	"BP"	"GO:1903034"	"regulation of response to wounding"	"62/4529"	"170/18614"	0.000258450040901744	0.00838526799370101	0.00660483437860011	"2048/5792/9860/29956/7391/4921/2191/2043/5270/5627/90102/4638/10855/6696/2247/100506658/2149/2150/1839/9856/7124/22875/135228/7128/5154/5054/857/5764/538/2316/5327/10565/8840/5747/23189/301/9314/4192/84959/5592/59/928/8428/10979/302/51330/18/79001/170692/2303/1398/114897/84034/5055/55612/7056/6431/6915/5802/5329/348/83999"	62
"GO:0044233"	"CC"	"GO:0044233"	"mitochondria-associated endoplasmic reticulum membrane"	"13/4724"	"21/19518"	0.000260934524664737	0.00343593144346343	0.00260801097749462	"23155/10768/821/9474/10981/2182/10134/23230/440026/51075/23682/118987/22863"	13
"GO:0008347"	"BP"	"GO:0008347"	"glial cell migration"	"27/4529"	"59/18614"	0.00026141762667076	0.00843034207890761	0.00664033793886558	"22911/1435/29956/8941/2043/5028/2737/3912/1020/153090/57178/928/5025/4323/2290/23224/4692/1464/9289/5048/9423/6347/6348/6237/1399/25777/706"	27
"GO:0031674"	"CC"	"GO:0031674"	"I band"	"53/4724"	"141/19518"	0.000261785252835309	0.00343593144346343	0.00260801097749462	"2275/6513/5142/91624/91156/1465/5525/5664/9453/6262/6546/2274/7273/23363/51719/8850/776/2317/339855/10611/5530/287/171024/51778/23022/27295/8470/11346/667/3315/2318/10049/1756/2316/64236/56704/114907/5339/55742/1410/288/11155/9124/9531/6334/3856/1073/10979/23224/87/51676/2280/10398"	53
"GO:0030500"	"BP"	"GO:0030500"	"regulation of bone mineralization"	"34/4529"	"80/18614"	0.00026246395015279	0.00843034207890761	0.00664033793886558	"10269/1893/4921/130497/51374/6546/659/1230/658/166929/56172/4208/84059/2201/654/55603/5167/56975/5764/55787/54880/5552/7421/7480/490/338773/3091/26585/6348/4077/6662/650/655/54795"	34
"GO:0070936"	"BP"	"GO:0070936"	"protein K48-linked ubiquitination"	"30/4529"	"68/18614"	0.000271181527656866	0.0086670155903866	0.0068267588554415	"27246/29089/57162/7325/7324/10425/6047/10299/6502/7320/81545/57531/7128/5071/54476/223082/9690/7319/10210/84447/7321/8945/6049/51283/267/84937/7326/23327/220441/7267"	30
"GO:0016482"	"BP"	"GO:0016482"	"cytosolic transport"	"64/4529"	"177/18614"	0.00027374937081363	0.00870577206983543	0.00685728621939093	"9341/7805/7813/6272/80128/27252/10228/8934/338382/30845/9648/65977/55207/5868/55773/7879/2580/57533/55435/1601/7430/5071/29886/22853/9179/9367/2316/64089/23230/23258/9066/738/219931/5870/9559/143187/404636/23085/51026/120892/23011/23074/400/51699/1203/25938/58533/22863/54551/25963/1066/164/83547/9905/10749/4642/26115/55062/27131/10079/8218/26088/9980/7109"	64
"GO:0034976"	"BP"	"GO:0034976"	"response to endoplasmic reticulum stress"	"88/4529"	"259/18614"	0.000277690711995632	0.00878761149684701	0.00692174878176306	"118424/10277/83667/3725/1491/51506/22926/54499/467/5610/7844/23190/26003/54431/55139/84236/3708/55768/58515/7466/3576/10299/79668/5295/23197/821/10211/4121/5071/4189/857/29978/10134/8795/7993/11160/7415/29979/23071/153090/3309/11253/258010/90993/84447/55298/837/29982/120892/7009/317/11153/488/51569/387923/10206/55757/337867/84899/81542/30001/5706/1965/6400/440275/56965/5371/192683/55829/51283/267/489/7157/79089/51136/55666/5771/596/55741/1051/10347/6449/80700/126433/57333/7376/7353/80020"	88
"GO:0051962"	"BP"	"GO:0051962"	"positive regulation of nervous system development"	"94/4529"	"280/18614"	0.000282910061523499	0.00888708659821809	0.00700010245750055	"22883/2048/3065/64218/5362/3553/659/2335/23363/2043/5270/57633/5364/6091/5361/23129/2047/55179/4311/6474/3280/9353/2895/2247/9037/3572/1946/4124/3400/7124/7058/2852/3569/2737/3984/57154/54674/5764/6604/10013/27286/100528062/84631/5365/3897/4204/2664/7976/4067/27067/90865/5789/5080/4192/23529/4135/26011/22891/1959/118813/57698/3845/65981/23011/26259/3981/10419/2290/51199/3091/22938/23768/23405/56965/8482/79006/8140/5176/5048/57555/9423/51393/4137/1636/650/79953/1869/7052/7040/3976/706/23654/7074/8867"	94
"GO:0002683"	"BP"	"GO:0002683"	"negative regulation of immune system process"	"152/4529"	"487/18614"	0.000284744274013508	0.00888708659821809	0.00700010245750055	"8764/100532736/7805/80149/2633/26191/10401/5692/103/51043/3428/127943/149041/134/338382/83593/1604/11221/7107/57162/84695/7130/1803/2335/5133/5468/23228/10039/868/4345/1739/55646/9353/836/5734/133396/55914/5295/2150/9140/972/1843/56940/3077/10385/3134/3105/3133/3106/100507436/7124/3123/3111/1432/27242/9474/2534/7128/7430/2852/10457/3624/2737/1021/8976/6522/3598/4068/60343/6591/4067/10221/4609/9684/80380/90865/301/29979/79987/7099/153090/54542/29085/10077/5682/55366/4192/56834/2615/4321/79671/84959/57678/55080/2/387837/3821/7009/3071/6773/4940/53342/23143/10464/730249/56339/145581/3958/384/7043/79890/207/26585/7301/2200/1588/5045/55829/3566/2294/1398/140775/6347/6348/1845/5573/6662/6397/55666/5771/8780/54941/6318/100/1051/1265/5802/56927/54/684/558/7040/27202/7376/945/11274/7353/613/4282/10766/23151/861"	152
"GO:0010001"	"BP"	"GO:0010001"	"glial cell differentiation"	"81/4529"	"235/18614"	0.000284984408348837	0.00888708659821809	0.00700010245750055	"54587/80045/3065/9682/8613/4919/6280/2629/23385/11221/8890/5534/3553/79809/4664/2043/5270/92737/79885/3913/2596/3280/9948/56978/2250/51176/2247/11076/3572/3400/7124/27242/5454/3459/3569/2737/55695/1021/5764/1020/9968/4067/5339/90865/1902/7099/20/3611/5080/4192/23529/26011/7431/56288/22891/1959/664/3845/7846/4035/1967/10810/56339/10419/8892/23405/207/79006/4501/23512/26022/6774/8506/4137/6662/1000/650/22933/7040/728/3976"	81
"GO:0030662"	"CC"	"GO:0030662"	"coated vesicle membrane"	"71/4724"	"202/19518"	0.000294580177705834	0.00379853387041734	0.00288324088982627	"9341/26119/553115/533/9554/1314/8674/149111/90411/7039/10618/130340/5868/7474/523/9276/205428/1173/685/950/22872/10427/9871/1601/64924/1839/972/1212/9856/3134/3105/3133/3107/3106/3127/3123/3117/3113/3115/3482/1956/3092/1174/155066/6845/51606/528/4900/56681/143187/928/25977/4074/22818/9182/8906/10484/10972/85439/567/8120/527/164/51226/10483/92840/348/529/8218/162/11015"	71
"GO:0030308"	"BP"	"GO:0030308"	"negative regulation of cell growth"	"68/4529"	"191/18614"	0.000300983981768164	0.00934068163709509	0.00735738622099956	"978/83667/5538/84722/54879/10500/8751/80128/64218/5999/5997/51094/183/9792/10505/54910/659/5270/23677/9686/51447/7869/7474/27086/131566/344901/4487/9353/6696/6423/9037/1601/57556/5515/6586/9856/1026/2697/5167/3624/10371/1020/5931/10013/64061/734/1410/65981/694/6049/23111/3621/26585/80031/5371/8482/10509/7157/9423/672/1630/596/10501/5802/1032/6597/684/7040"	68
"GO:0009156"	"BP"	"GO:0009156"	"ribonucleoside monophosphate biosynthetic process"	"18/4529"	"34/18614"	0.000303704998360721	0.00937981206475613	0.00738820813319832	"978/51727/271/7371/159/790/3615/8833/10606/1633/3614/5634/5631/132/122622/5198/100/54963"	18
"GO:0098727"	"BP"	"GO:0098727"	"maintenance of cell number"	"65/4529"	"181/18614"	0.00030696634673783	0.00943517613131015	0.007431816815758	"57190/3065/5928/22911/6944/5396/5629/51742/23160/81606/55818/55183/5894/7545/3280/9079/80306/3516/5978/8819/53918/55274/5764/5931/9282/9968/4017/51123/90390/22882/4609/23137/9314/26147/10629/10413/80312/81603/9412/8091/6926/64426/84678/2308/3981/3621/56339/84312/10001/23168/25942/9274/79918/6774/6662/6760/1000/182/8202/655/140467/6597/51586/6598/3976"	65
"GO:0008360"	"BP"	"GO:0008360"	"regulation of cell shape"	"52/4529"	"138/18614"	0.000317391617226393	0.0097091607098207	0.0076476265865026	"54751/10269/51177/56882/64218/50848/5362/23433/2335/8994/5364/5361/23129/5028/1739/9948/4651/5921/56990/1436/55023/2534/7430/6369/57464/5365/157285/10395/5747/301/89846/1902/391/55742/116985/25805/23268/91010/3679/55785/10810/10979/161176/7168/1398/6347/6348/9368/2909/4627/11135/23654"	52
"GO:0030516"	"BP"	"GO:0030516"	"regulation of axon extension"	"37/4529"	"90/18614"	0.000320626984918237	0.00973689289914659	0.0076694704342593	"10500/80128/64218/10505/54910/150465/659/2335/7869/7474/9037/57556/9856/3984/10371/57154/4897/1020/10013/3897/2664/118813/57698/23011/6049/80031/8482/25942/10509/5048/9423/51393/4137/10501/5802/1785/348"	37
"GO:0035987"	"BP"	"GO:0035987"	"endodermal cell differentiation"	"23/4529"	"48/18614"	0.000321479854111852	0.00973689289914659	0.0076694704342593	"3914/3676/1290/2335/1295/3693/1303/3624/3912/190/1289/22943/3678/3679/8091/1284/4323/23168/55897/4313/2885/3909/1291"	23
"GO:0071560"	"BP"	"GO:0071560"	"cellular response to transforming growth factor beta stimulus"	"92/4529"	"274/18614"	0.000324269963509144	0.00973689289914659	0.0076694704342593	"3065/5928/3725/1513/4921/2331/51742/6868/4052/3987/9839/8837/5468/7048/7474/54756/64332/3693/79674/8819/1601/4208/9315/4015/2201/56940/135228/2534/5796/10370/5154/1278/57154/857/7791/5931/8754/6386/5747/7046/3309/2022/27122/2615/25805/6935/80312/57178/59/5654/11171/6660/23592/317/55198/64426/26524/1284/3621/58533/84312/10979/2530/677/4053/7043/22938/2200/5371/25942/5045/7041/51741/1398/7157/6774/3675/1277/64750/6662/9480/2280/54976/55612/650/8200/56937/1785/9518/7040/1399/10454"	92
"GO:0009314"	"BP"	"GO:0009314"	"response to radiation"	"142/4529"	"452/18614"	0.000324361002555631	0.00973689289914659	0.0076694704342593	"8863/10277/2140/10269/7398/24/65123/1196/3428/477/7391/64326/5743/25896/51514/163859/23596/1788/8491/3552/10010/51776/64859/84236/8864/4968/3269/993/4311/3592/165918/2868/84142/6423/836/6507/5562/1161/5295/7320/51149/7124/8831/1432/1026/5429/6785/5796/6648/4216/358/1956/1020/7076/2002/7319/4204/285/51435/23259/5423/6591/94241/4609/3297/301/2776/7295/210/3309/6609/1643/79073/7439/6094/10524/58473/10714/143570/10413/4312/4314/1410/23621/4297/3014/5599/10635/3845/7846/4193/144715/675/10206/26224/3981/56339/4776/3091/1965/207/9112/4212/440275/90427/5888/54617/9768/5371/641/2072/9683/4313/55159/1535/4157/7157/8533/4239/90410/90313/672/4836/3690/2885/55364/8792/596/5111/7056/83658/11190/79913/10347/1153/92840/1032/1785/2063/3727/23373/4537"	142
"GO:0019787"	"MF"	"GO:0019787"	"ubiquitin-like protein transferase activity"	"152/4684"	"467/18369"	0.000330140366873614	0.0277591436924223	0.0254986036425658	"118424/5192/10277/23352/127544/55223/27246/10401/55585/51506/27252/149041/64326/29089/51514/9781/57162/7844/64795/284996/151525/57574/64320/51665/56852/7428/7325/7324/10425/23024/868/64422/11342/286827/165918/10296/6047/26234/29945/84708/55008/51191/23321/57630/205860/339976/10299/1161/55521/115123/7320/153769/22838/26262/90933/255488/23113/57531/9474/10758/7128/5071/54476/223082/23072/57154/89122/9690/9189/6103/54880/9968/79589/90293/7319/26260/91694/23087/84675/55284/11059/25897/90390/10210/9830/54542/90678/727800/117854/85363/10346/50862/1643/80829/23220/84447/55298/7321/1959/55749/57178/54708/8945/118611/92979/4193/7334/26259/9921/6049/10206/26224/23077/79596/55632/25831/114088/57161/9870/51676/54551/57617/197131/8554/5371/7329/51283/267/55159/84937/7326/51003/79018/7126/672/54894/4591/51136/64750/114804/57534/54941/23327/10892/220441/51257/148203/126433/9040/23759/84133/7267"	152
"GO:0010232"	"BP"	"GO:0010232"	"vascular transport"	"36/4529"	"87/18614"	0.000330295871922634	0.00977797548954378	0.00770183000888723	"84879/6513/3953/388662/6566/477/8884/6509/6508/10396/9429/6507/6567/6505/10999/20/11309/387700/6515/10060/114134/81539/54407/9498/4035/9194/10257/23428/28232/4363/8140/489/8714/9368/3643/348"	36
"GO:0033627"	"BP"	"GO:0033627"	"cell adhesion mediated by integrin"	"36/4529"	"87/18614"	0.000330295871922634	0.00977797548954378	0.00770183000888723	"1969/1307/8613/8515/4582/6868/1803/3655/3676/3693/6423/3672/5054/5420/8754/6591/4067/5747/23075/83700/3678/3071/3679/2200/22801/3681/2303/9780/1398/3690/3675/84034/55612/100/1399/3976"	36
"GO:0150104"	"BP"	"GO:0150104"	"transport across blood-brain barrier"	"36/4529"	"87/18614"	0.000330295871922634	0.00977797548954378	0.00770183000888723	"84879/6513/3953/388662/6566/477/8884/6509/6508/10396/9429/6507/6567/6505/10999/20/11309/387700/6515/10060/114134/81539/54407/9498/4035/9194/10257/23428/28232/4363/8140/489/8714/9368/3643/348"	36
"GO:1904115"	"CC"	"GO:1904115"	"axon cytoplasm"	"28/4724"	"63/19518"	0.000337122199254293	0.00427215200779148	0.00324273621787251	"23095/23557/80128/127829/66008/55207/55330/7345/667/3315/10013/51566/10947/55638/23287/26985/23011/55860/3091/79882/4130/26258/8120/5048/10749/4137/9371/8943"	28
"GO:0015820"	"BP"	"GO:0015820"	"leucine transport"	"8/4529"	"10/18614"	0.000338479467946958	0.00996254257201743	0.0078472081902877	"388662/6520/55117/9056/23428/9057/8140/124935"	8
"GO:0072001"	"BP"	"GO:0072001"	"renal system development"	"105/4529"	"320/18614"	0.000339632133136958	0.00996254257201743	0.0078472081902877	"56998/10269/51668/9653/4853/51107/90780/5087/5629/183/55083/4953/130497/6382/9784/56603/2736/3237/8837/2043/5915/3913/7474/23129/185/4311/3280/1739/7466/57545/9353/5530/2028/2247/1909/10409/2668/2297/51301/4208/2246/5159/2296/654/5754/100133941/10758/5154/358/2737/5420/285/4824/10247/50484/3037/4609/5125/5727/7046/445/3611/55366/10413/79659/59/51196/3070/120892/23371/10220/8549/317/1948/6495/384/123016/26585/2200/26108/9245/2294/2303/5176/9955/9953/90410/3975/3690/3217/3675/1636/6662/80000/596/650/182/64412/655/3911/4854/2828/162/3976/9510"	105
"GO:0048038"	"MF"	"GO:0048038"	"quinone binding"	"11/4684"	"16/18369"	0.000342142280514655	0.0277591436924223	0.0254986036425658	"4720/9540/80219/2110/84869/58472/79001/314/8639/374291/4538"	11
"GO:0072522"	"BP"	"GO:0072522"	"purine-containing compound biosynthetic process"	"91/4529"	"271/18614"	0.000347176460688256	0.0100081947321385	0.00788316708353373	"64802/65018/5538/79717/205/26289/271/515/4720/6391/29922/23057/8564/159/109/8942/5163/55022/4705/3615/523/4710/8833/521/55276/10606/1633/4717/2982/2180/6389/134145/79993/8382/79646/60481/6785/4907/221264/9551/10135/3614/4708/51422/5634/7114/5160/5165/5631/2182/7415/4882/4702/8050/51144/4723/2977/1737/56952/132/9060/83401/51703/4522/4707/9556/122622/161823/4832/527/115/4706/5198/80347/79877/516/498/80025/84532/55902/100/514/374291/7040/6576/23181/4535/4536/4537/4539/4538"	91
"GO:0009225"	"BP"	"GO:0009225"	"nucleotide-sugar metabolic process"	"19/4529"	"37/18614"	0.000347414420106748	0.0100081947321385	0.00788316708353373	"23443/2135/6675/2673/132789/9945/4245/2762/55790/7264/2592/10020/54187/23483/55757/64841/2530/4351/8813"	19
"GO:0016607"	"CC"	"GO:0016607"	"nuclear speck"	"131/4724"	"415/19518"	0.000348820140773854	0.0043454712452336	0.00329838848546196	"23254/25949/6429/6421/5563/204851/10286/10401/9939/9129/6944/8394/26097/57459/1196/4000/5546/3428/9507/127933/64326/8444/55105/11221/163859/10472/3192/6432/2034/7341/4968/85403/64332/8930/1609/1665/55534/10409/5562/8988/55914/4208/9879/10569/9794/7919/10919/6732/1432/26235/6446/9774/9589/5071/4301/2737/9263/3984/55904/10135/190/367/55086/665/55893/2961/56892/10210/23137/10783/6835/10346/8539/374395/84441/3014/51322/2869/64077/113246/25766/9802/144455/8683/10284/51371/11193/22873/55644/328/56339/22985/8106/4776/25831/5411/3091/6430/58517/56252/22938/79882/55671/9321/4707/6938/79719/8554/1198/10933/3603/10421/3299/84081/51755/339287/4137/64750/6427/6431/7764/56731/24148/6915/5566/64344/24144/84164/25776/10454/23774"	131
"GO:0007163"	"BP"	"GO:0007163"	"establishment or maintenance of cell polarity"	"78/4529"	"226/18614"	0.000348826810935548	0.0100081947321385	0.00788316708353373	"6548/29899/81609/4000/9826/27/10806/55083/23433/56603/10015/7474/378/23150/90102/2047/3280/1739/3064/9948/2195/64083/253260/55914/1495/1794/5754/667/10758/2697/10090/6993/6624/358/154796/10565/5747/23189/9355/26086/89958/391/3611/55742/387755/5080/10524/154810/9638/83700/55691/56288/9886/9124/57698/22841/3071/8825/382/123016/3320/9578/146206/2294/1398/5048/3996/90410/6351/9368/23255/115701/55612/84612/23094/2909/1399/4627"	78
"GO:0050770"	"BP"	"GO:0050770"	"regulation of axonogenesis"	"57/4529"	"155/18614"	0.000351116309767638	0.0100081947321385	0.00788316708353373	"2048/10500/80128/64218/5362/10505/54910/1123/659/2335/2043/5364/7869/7474/6091/5361/23129/6474/9353/6696/9037/1946/57556/9856/8831/5454/10090/3984/10371/57154/1020/10013/5365/3897/2664/4135/118813/57698/6049/23111/51199/26037/80031/8482/10509/79006/5048/9423/51393/4137/1000/1630/10501/5802/2909/23654/7074"	57
"GO:0050792"	"BP"	"GO:0050792"	"regulation of viral process"	"60/4529"	"165/18614"	0.000351804677143505	0.0100081947321385	0.00788316708353373	"8547/55223/5586/9869/103/3428/6041/1660/2494/5629/5610/201626/55254/7879/5359/286827/3576/9140/972/10318/7124/3123/6732/9474/6993/2332/4061/9830/2040/10581/8519/10410/117854/85363/10346/6609/7251/63901/81603/55196/8091/4940/54737/10206/7301/5045/4261/9683/596/55337/5886/684/7538/558/22880/3956/9582/27350/60489/104"	60
"GO:0048675"	"BP"	"GO:0048675"	"axon extension"	"46/4529"	"119/18614"	0.000353997871401434	0.0100081947321385	0.00788316708353373	"10500/80128/64218/10505/54910/150465/659/2335/3913/7869/7474/9353/1909/9037/57556/6586/9856/3984/10371/57154/4897/1020/10013/3897/2664/203228/9355/118813/57698/23011/6049/9201/3320/4692/80031/8482/25942/10509/5048/9423/51393/4137/10501/5802/1785/348"	46
"GO:0007041"	"BP"	"GO:0007041"	"lysosomal transport"	"50/4529"	"132/18614"	0.000354805895844168	0.0100081947321385	0.00788316708353373	"65018/7805/6272/81609/23557/338382/30845/9648/55207/25978/7879/2580/950/63971/3482/5071/54664/9179/3920/6845/91782/64089/22898/203228/51510/7415/7251/738/219931/8031/26985/4074/120892/4035/55681/22863/63894/57617/23274/164/83547/9842/201475/57132/4864/57724/9525/8943/80700/55850"	50
"GO:0007015"	"BP"	"GO:0007015"	"actin filament organization"	"139/4529"	"442/18614"	0.000355190240656486	0.0100081947321385	0.00788316708353373	"832/3925/6548/65108/79729/126820/829/389/6281/7170/10456/55243/50848/5999/10092/83872/25802/5629/375/56776/55704/119/9168/822/7456/7273/4430/55845/90102/3059/3693/5357/5290/1739/118/9948/9353/22998/57482/55435/171024/2195/9037/253260/5734/5295/2150/5921/1809/11346/23607/51429/7430/5071/79778/6624/9844/2006/3984/3092/10344/6369/10095/8976/800/136319/7791/357/7114/57477/1730/286527/5358/2316/10395/10174/10565/114822/5339/23189/203228/7169/7111/7046/1902/81873/391/23075/9645/55761/116985/4647/10006/6840/9124/120/57698/3071/10810/3936/1073/382/10979/2764/6710/87/7043/123016/51466/64423/54551/7082/29767/29766/4644/7168/9051/29109/146206/23406/7126/4642/80179/1440/201191/2885/56907/596/343578/79816/85415/2909/11133/91663/57553/9647/10634/11078/84221"	139
"GO:1902882"	"BP"	"GO:1902882"	"regulation of response to oxidative stress"	"41/4529"	"103/18614"	0.000355209900206658	0.0100081947321385	0.00788316708353373	"65018/57190/83667/6421/4170/4921/27086/5978/8382/7124/2534/135112/8876/6648/5071/3315/3082/50640/10013/51765/29979/8013/7295/7099/2021/143686/4314/219736/84883/120892/2643/3091/2530/10516/9529/207/5151/8996/5831/2686/655"	41
"GO:0001706"	"BP"	"GO:0001706"	"endoderm formation"	"26/4529"	"57/18614"	0.000359834377655463	0.0100503306176465	0.00791635630842018	"3914/3676/1290/2335/1295/3693/1843/1303/3624/3912/190/1846/1289/22943/3678/3679/8091/1284/4323/23168/55897/4313/3975/2885/3909/1291"	26
"GO:0072132"	"BP"	"GO:0072132"	"mesenchyme morphogenesis"	"26/4529"	"57/18614"	0.000359834377655463	0.0100503306176465	0.00791635630842018	"130497/72/7048/7474/6091/4487/3516/51176/324/2296/6591/23462/4609/7046/2022/59/4193/6926/2294/2303/55273/6909/6662/650/655/11096"	26
"GO:0048863"	"BP"	"GO:0048863"	"stem cell differentiation"	"84/4529"	"247/18614"	0.000364470348452289	0.0101357468331494	0.007983636204193	"6548/553115/3065/5928/10500/57459/64218/3192/6201/130497/81606/5610/10505/55818/54910/3233/2335/7869/84541/3280/4487/202018/3516/5978/5308/2247/1909/6423/9037/2668/4208/57556/309/2296/1432/10370/10371/1021/54517/5764/5931/3084/6591/26147/117854/10524/10413/2/6660/8091/6926/10443/56339/6495/3091/9112/26585/80031/8482/10509/79918/2303/7157/1107/5717/100170841/51755/6774/124540/6909/1636/6662/1000/596/83959/182/655/3911/53615/10501/7538/8463/3976/5008"	84
"GO:0045499"	"MF"	"GO:0045499"	"chemorepellent activity"	"16/4684"	"28/18369"	0.000366322317738743	0.0278633912930031	0.0255943619367464	"10500/64218/10505/54910/1803/7869/9037/1946/57556/10371/3084/23768/80031/8482/10509/10501"	16
"GO:0001822"	"BP"	"GO:0001822"	"kidney development"	"102/4529"	"310/18614"	0.000366446460267686	0.0101467761239639	0.0079923236592866	"56998/10269/51668/9653/4853/51107/90780/5087/5629/183/55083/4953/130497/6382/9784/56603/2736/3237/8837/2043/5915/3913/7474/23129/185/4311/3280/1739/7466/57545/9353/5530/2028/2247/1909/10409/2668/2297/51301/4208/2246/5159/2296/654/5754/100133941/10758/5154/358/2737/5420/285/4824/10247/50484/3037/4609/5125/5727/7046/445/3611/55366/10413/79659/59/51196/3070/120892/23371/10220/317/1948/6495/384/26585/2200/26108/9245/2303/5176/9955/9953/90410/3975/3690/3217/3675/1636/6662/80000/596/650/182/64412/655/3911/4854/2828/162/3976/9510"	102
"GO:0035904"	"BP"	"GO:0035904"	"aorta development"	"28/4529"	"63/18614"	0.000369482908763924	0.0101543071876725	0.00799825566152284	"5629/9784/7048/56999/6091/4638/23129/3280/3516/10427/1909/4015/5159/4824/55636/23462/2022/30008/1959/4035/1948/25831/6495/4016/60681/6909/182/10454"	28
