""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"R-HSA-9675126"	"R-HSA-9675126"	"Diseases of mitotic cell cycle"	"14/1547"	"38/10955"	0.00041030548858313	0.00604304297262726	0.00488089513245542	"E2F2/UBE2E1/TFDP2/SKP2/E2F3/CDKN1A/CCND3/CDK6/CCNE2/CDC26/UBE2D1/TFDP1/E2F1/CCNE1"	14
"R-HSA-5223345"	"R-HSA-5223345"	"Miscellaneous transport and binding events"	"11/1547"	"26/10955"	0.000429725391612756	0.00626820595265914	0.00506275663802882	"SLC66A1/NIPAL3/LRRC8C/ADD2/ADD1/AZGP1/MMGT1/TUSC3/ADD3/NIPA1/NIPA2"	11
"R-HSA-9027276"	"R-HSA-9027276"	"Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"	"7/1547"	"12/10955"	0.000455970534275581	0.00658378699962836	0.00531764775878112	"PIK3CD/PIK3CB/PIK3CA/PIK3R1/LYN/IRS2/PIK3R5"	7
"R-HSA-450408"	"R-HSA-450408"	"AUF1 (hnRNP D0) binds and destabilizes mRNA"	"18/1547"	"56/10955"	0.000460040489097301	0.00658378699962836	0.00531764775878112	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	18
"R-HSA-5678895"	"R-HSA-5678895"	"Defective CFTR causes cystic fibrosis"	"19/1547"	"61/10955"	0.000504808149631663	0.00715695292515171	0.00578058717335225	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/VCP/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-9703465"	"R-HSA-9703465"	"Signaling by FLT3 fusion proteins"	"9/1547"	"19/10955"	0.000528159379954743	0.00741868314251246	0.00599198360884329	"GOLGB1/PIK3CA/PIK3R1/CDKN1A/GAB2/ETV6/KRAS/ZMYM2/GRB2"	9
"R-HSA-1660499"	"R-HSA-1660499"	"Synthesis of PIPs at the plasma membrane"	"17/1547"	"53/10955"	0.000674486837468135	0.00938712415081799	0.00758187038930864	"PIK3CD/ARF1/PLEKHA3/RAB5A/PIK3CB/PIK3CA/PIK3R1/OCRL/MTMR9/PIK3C2A/PI4K2A/PLEKHA1/MTMR6/PIK3R5/PIP5K1C/INPP5J/SYNJ1"	17
"R-HSA-5358351"	"R-HSA-5358351"	"Signaling by Hedgehog"	"36/1547"	"149/10955"	0.000690401105747194	0.00952125888562267	0.00769020944583478	"PSMB2/EFCAB7/HHAT/ADAM17/SPOPL/PSMD14/TTC21B/PSMD1/PSMD6/BOC/EVC2/EVC/WDR19/PSMB1/PSMA2/SMURF1/VCP/PTCH1/PSMD5/PSMB7/PSMD13/PSMA1/SYVN1/DYNC2H1/BTRC/TULP3/UBC/PSMA4/KIF7/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PRKAR1A/PSMD8"	36
"R-HSA-917937"	"R-HSA-917937"	"Iron uptake and transport"	"18/1547"	"58/10955"	0.000737938834823589	0.0100851640759224	0.00814566907287489	"ATP6V0B/CYBRD1/ATP6V1A/FBXL5/ATP6V0E1/ATP6V0A4/ATP6V1H/ATP6V0D2/ATP6V1C1/ACO1/LCN2/FTH1/SLC11A2/UBC/IREB2/ATP6V0C/FTL/ATP6V1E1"	18
"R-HSA-9006925"	"R-HSA-9006925"	"Intracellular signaling by second messengers"	"64/1547"	"309/10955"	0.000846269819880294	0.0114517549337585	0.00924944852575714	"PIK3CD/HDAC1/RBBP4/PSMB2/AGO4/RRAGC/PPP2R5A/TGFA/PSMD14/PDE1A/PSMD1/PSMD6/PIK3CB/PIK3CA/REST/BTC/FGF2/RICTOR/SLC38A9/PIK3R1/PPP2CA/HBEGF/IER3/CDKN1A/RRAGD/FYN/PSMB1/PSMA2/RBBP7/NRG1/FGFR1/MAF1/IL33/PSMD5/PSMB7/PSMD13/RHOG/PSMA1/GAB2/PPP2R1B/BMI1/CAMK2G/ITPR2/MDM2/FRS2/UBC/IRS2/FGF7/PSMA4/CSNK2A2/PSMD7/SUZ12/PSMD11/PSMD3/PSMC5/PSMD12/PRKAR1A/GRB2/PHLPP1/MBD3/PIP5K1C/INSR/PSMD8/AKT1S1"	64
"R-HSA-174184"	"R-HSA-174184"	"Cdc20:Phospho-APC/C mediated degradation of Cyclin A"	"21/1547"	"73/10955"	0.000853031184914115	0.0114517549337585	0.00924944852575714	"PSMB2/PSMD14/PSMD1/UBE2E1/PSMD6/PSMB1/PSMA2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	21
"R-HSA-113501"	"R-HSA-113501"	"Inhibition of replication initiation of damaged DNA by RB1/E2F1"	"7/1547"	"13/10955"	0.000867711596932618	0.0115466534433928	0.00932609694210127	"TFDP2/PPP2CA/POLA1/PPP2R1B/PRIM1/TFDP1/E2F1"	7
"R-HSA-5688426"	"R-HSA-5688426"	"Deubiquitination"	"62/1547"	"298/10955"	0.000899091785814501	0.0118175851109857	0.00954492528132901	"PSMB2/CLSPN/NLRP3/STAM2/PSMD14/PSMD1/KAT2B/CDC25A/PSMD6/TNIP2/UCHL1/TNIP3/SKP2/APC/TNIP1/MAT2B/H2BC4/H2AC6/H2BC5/H2BC11/H2BC12/PRKN/PSMB1/PSMA2/USP11/HCFC1/RIPK2/IL33/VCP/TGFBR1/PSMD5/PSMB7/PSMD13/PSMA1/DDB2/STAM/UBE2D1/ZRANB1/USP5/MDM2/SUDS3/UBC/USP12/NFKBIA/USP8/PSMA4/CCP110/CYLD/PSMD7/PSMD11/PSMD3/BRCA1/PSMC5/PSMD12/INO80C/ADRM1/RAD23A/PSMD8/TFPT/UFD1/JOSD1/USP16"	62
"R-HSA-6783589"	"R-HSA-6783589"	"Interleukin-6 family signaling"	"10/1547"	"24/10955"	0.000906156127218978	0.0118175851109857	0.00954492528132901	"JAK1/OSMR/IL31RA/IL6ST/IL6/CLCF1/SOCS3/IL11/LIF/OSM"	10
"R-HSA-69205"	"R-HSA-69205"	"G1/S-Specific Transcription"	"11/1547"	"28/10955"	0.00091144196307536	0.0118175851109857	0.00954492528132901	"HDAC1/RBBP4/ORC1/RRM2/TFDP2/POLA1/TFDP1/CDC6/PCNA/E2F1/CCNE1"	11
"R-HSA-3215018"	"R-HSA-3215018"	"Processing and activation of SUMO"	"6/1547"	"10/10955"	0.000989802174543092	0.0126213036883747	0.0101940793763787	"SUMO1/SENP2/SENP5/SENP1/UBE2I/UBA2"	6
"R-HSA-177929"	"R-HSA-177929"	"Signaling by EGFR"	"16/1547"	"50/10955"	0.00099006930713025	0.0126213036883747	0.0101940793763787	"ADAM17/TGFA/STAM2/LRIG1/PIK3CA/BTC/PIK3R1/HBEGF/PTPN12/STAM/KRAS/UBC/ARHGEF7/GRB2/SH3GL1/EPS15L1"	16
"R-HSA-2559583"	"R-HSA-2559583"	"Cellular Senescence"	"44/1547"	"196/10955"	0.00099982258954673	0.0126394239028532	0.0102087148616877	"E2F2/RPS6KA1/RBBP4/AGO4/IL1A/UBE2E1/TFDP2/CXCL8/E2F3/H1-2/H2BC4/H2AC6/H2BC5/H3C8/H4C8/H2BC11/H2BC12/H3C10/MAPK14/CDKN1A/RPS6KA2/IL6/CDK6/RBBP7/RPS6KA3/CCNE2/TXN/CDC26/KAT5/H2AX/BMI1/MAPK8/UBE2D1/H2AJ/MDM2/UBC/TFDP1/TERF2IP/MAP2K3/SUZ12/E2F1/CEBPB/CDKN2D/CCNE1"	44
"R-HSA-179419"	"R-HSA-179419"	"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint"	"21/1547"	"74/10955"	0.00103541173285886	0.012981153708652	0.0104847260291232	"PSMB2/PSMD14/PSMD1/UBE2E1/PSMD6/PSMB1/PSMA2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	21
"R-HSA-9639288"	"R-HSA-9639288"	"Amino acids regulate mTORC1"	"17/1547"	"55/10955"	0.00107964399658773	0.0134247536297015	0.0108430164972227	"SESN2/RRAGC/ATP6V0B/SH3BP4/ATP6V1A/SLC38A9/FNIP1/ATP6V0E1/RRAGD/ATP6V1H/ATP6V0D2/ATP6V1C1/KICS2/WDR24/ATP6V0C/SEH1L/ATP6V1E1"	17
"R-HSA-6788467"	"R-HSA-6788467"	"IL-6-type cytokine receptor ligand interactions"	"8/1547"	"17/10955"	0.00114892664674342	0.0141238171396158	0.0114076419182686	"JAK1/OSMR/IL31RA/IL6ST/CLCF1/IL11/LIF/OSM"	8
"R-HSA-1236975"	"R-HSA-1236975"	"Antigen processing-Cross presentation"	"27/1547"	"105/10955"	0.00115448472334367	0.0141238171396158	0.0114076419182686	"VAMP3/PSMB2/CTSS/S100A9/PSMD14/PSMD1/PSMD6/TLR1/LNPEP/HLA-E/PSMB1/PSMA2/LY96/TLR4/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/CYBA/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	27
"R-HSA-68962"	"R-HSA-68962"	"Activation of the pre-replicative complex"	"12/1547"	"33/10955"	0.00120317414083913	0.0146017213732237	0.0117936395784148	"RPA2/ORC1/MCM6/ORC4/MCM2/MCM3/MCM7/POLA1/MCM4/PRIM1/ORC6/CDC6"	12
"R-HSA-1236974"	"R-HSA-1236974"	"ER-Phagosome pathway"	"24/1547"	"90/10955"	0.0012361417736236	0.0148827545284683	0.0120206267710767	"VAMP3/PSMB2/S100A9/PSMD14/PSMD1/PSMD6/TLR1/HLA-E/PSMB1/PSMA2/LY96/TLR4/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	24
"R-HSA-162588"	"R-HSA-162588"	"Budding and maturation of HIV virion"	"11/1547"	"29/10955"	0.00128313920871588	0.0153269462962362	0.0123793952668486	"PDCD6IP/CHMP2B/VTA1/VPS37A/CHMP7/CHMP5/UBAP1/TSG101/UBC/NEDD4L/VPS4B"	11
"R-HSA-9006335"	"R-HSA-9006335"	"Signaling by Erythropoietin"	"10/1547"	"25/10955"	0.00132100479801572	0.0156559709264831	0.0126451446125847	"PIK3CD/PIK3CB/PIK3CA/PIK3R1/LYN/KRAS/IRS2/PIK3R5/GRB2/CRKL"	10
"R-HSA-176408"	"R-HSA-176408"	"Regulation of APC/C activators between G1/S and early anaphase"	"22/1547"	"81/10955"	0.00149863658891443	0.0175296011125007	0.01415845380075	"PSMB2/PSMD14/PSMD1/UBE2E1/PSMD6/PSMB1/PSMA2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/BTRC/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	22
"R-HSA-176409"	"R-HSA-176409"	"APC/C:Cdc20 mediated degradation of mitotic proteins"	"21/1547"	"76/10955"	0.00150220708281153	0.0175296011125007	0.01415845380075	"PSMB2/PSMD14/PSMD1/UBE2E1/PSMD6/PSMB1/PSMA2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	21
"R-HSA-8939236"	"R-HSA-8939236"	"RUNX1 regulates transcription of genes involved in differentiation of HSCs"	"31/1547"	"129/10955"	0.00172420375580261	0.0199665427294088	0.016126743043425	"PSMB2/PSMD14/PSMD1/PSMD6/CCNH/H2BC4/H2AC6/H2BC5/H3C8/H4C8/H2BC11/H2BC12/H3C10/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/YAP1/KMT2A/H2AX/H2AJ/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	31
"R-HSA-77387"	"R-HSA-77387"	"Insulin receptor recycling"	"11/1547"	"30/10955"	0.00177071051116379	0.0203085372761031	0.0164029680389855	"PTPRF/ATP6V0B/ATP6V1A/ATP6V0E1/ATP6V0A4/ATP6V1H/ATP6V0D2/ATP6V1C1/ATP6V0C/INSR/ATP6V1E1"	11
"R-HSA-74752"	"R-HSA-74752"	"Signaling by Insulin receptor"	"22/1547"	"82/10955"	0.00178051117845861	0.0203085372761031	0.0164029680389855	"PTPRF/ATP6V0B/ATP6V1A/PIK3CB/PIK3CA/FGF2/PIK3R1/ATP6V0E1/ATP6V0A4/FGFR1/ATP6V1H/ATP6V0D2/ATP6V1C1/GAB2/KRAS/FRS2/IRS2/FGF7/ATP6V0C/GRB2/INSR/ATP6V1E1"	22
"R-HSA-176814"	"R-HSA-176814"	"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"	"21/1547"	"77/10955"	0.00179613851081615	0.0203338964246873	0.0164234503267086	"PSMB2/PSMD14/PSMD1/UBE2E1/PSMD6/PSMB1/PSMA2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	21
"R-HSA-68882"	"R-HSA-68882"	"Mitotic Anaphase"	"50/1547"	"236/10955"	0.00181451503270201	0.020389772626733	0.0164685808815995	"NUDC/PSMB2/PPP2R5A/PSMD14/SPC25/SUMO1/PSMD1/UBE2E1/DYNC1LI1/PSMD6/CHMP2B/NUP155/KIF2A/PPP2CA/CENPQ/PSMB1/PSMA2/DYNC1I1/NUP205/ERCC6L/HDAC8/STAG2/CHMP7/CDC26/PSMD5/PSMB7/NUP188/PSMD13/PSMA1/CDCA5/PPP2R1B/UBE2D1/WAPL/LEMD3/CLIP1/UBC/NUP58/PSMA4/UBE2I/DYNC1LI2/PSMD7/CENPN/PAFAH1B1/PSMD11/PSMD3/DYNLL2/PSMC5/PSMD12/SEH1L/PSMD8"	50
"R-HSA-1227990"	"R-HSA-1227990"	"Signaling by ERBB2 in Cancer"	"10/1547"	"26/10955"	0.00187805442701757	0.0205145799740386	0.0165693863163313	"PIK3CA/BTC/ERBIN/PIK3R1/HBEGF/PTPN12/NRG1/KRAS/GRB2/CDC37"	10
"R-HSA-9660826"	"R-HSA-9660826"	"Purinergic signaling in leishmaniasis infection"	"10/1547"	"26/10955"	0.00187805442701757	0.0205145799740386	0.0165693863163313	"NLRP3/IL1A/IL1B/NT5E/TXN/NFKB2/C3AR1/P2RX4/PSTPIP1/C3"	10
"R-HSA-9664424"	"R-HSA-9664424"	"Cell recruitment (pro-inflammatory response)"	"10/1547"	"26/10955"	0.00187805442701757	0.0205145799740386	0.0165693863163313	"NLRP3/IL1A/IL1B/NT5E/TXN/NFKB2/C3AR1/P2RX4/PSTPIP1/C3"	10
"R-HSA-382556"	"R-HSA-382556"	"ABC-family proteins mediated transport"	"26/1547"	"103/10955"	0.00187971431535357	0.0205145799740386	0.0165693863163313	"PSMB2/ABCA4/PSMD14/ABCA12/PSMD1/PSMD6/PSMB1/PSMA2/EIF2S3/VCP/PSMD5/PSMB7/PSMD13/PSMA1/ABCC9/UBC/PSMA4/ABCA3/ABCC1/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/EIF2S2/PSMD8"	26
"R-HSA-2555396"	"R-HSA-2555396"	"Mitotic Metaphase and Anaphase"	"50/1547"	"237/10955"	0.00199239789744651	0.0215890543601883	0.0174372267114868	"NUDC/PSMB2/PPP2R5A/PSMD14/SPC25/SUMO1/PSMD1/UBE2E1/DYNC1LI1/PSMD6/CHMP2B/NUP155/KIF2A/PPP2CA/CENPQ/PSMB1/PSMA2/DYNC1I1/NUP205/ERCC6L/HDAC8/STAG2/CHMP7/CDC26/PSMD5/PSMB7/NUP188/PSMD13/PSMA1/CDCA5/PPP2R1B/UBE2D1/WAPL/LEMD3/CLIP1/UBC/NUP58/PSMA4/UBE2I/DYNC1LI2/PSMD7/CENPN/PAFAH1B1/PSMD11/PSMD3/DYNLL2/PSMC5/PSMD12/SEH1L/PSMD8"	50
"R-HSA-174143"	"R-HSA-174143"	"APC/C-mediated degradation of cell cycle proteins"	"23/1547"	"88/10955"	0.00206231259304649	0.0220318887581094	0.0177948988755087	"PSMB2/PSMD14/PSMD1/UBE2E1/PSMD6/SKP2/PSMB1/PSMA2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/BTRC/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	23
"R-HSA-453276"	"R-HSA-453276"	"Regulation of mitotic cell cycle"	"23/1547"	"88/10955"	0.00206231259304649	0.0220318887581094	0.0177948988755087	"PSMB2/PSMD14/PSMD1/UBE2E1/PSMD6/SKP2/PSMB1/PSMA2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/BTRC/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	23
"R-HSA-5658442"	"R-HSA-5658442"	"Regulation of RAS by GAPs"	"19/1547"	"68/10955"	0.00214830132167996	0.0227334173983015	0.0183615153534489	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/KRAS/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-8953750"	"R-HSA-8953750"	"Transcriptional Regulation by E2F6"	"12/1547"	"35/10955"	0.00215795128896204	0.0227334173983015	0.0183615153534489	"RBBP4/RRM2/TFDP2/RBBP7/UXT/BMI1/APAF1/TFDP1/RAD51/SUZ12/BRCA1/E2F1"	12
"R-HSA-202403"	"R-HSA-202403"	"TCR signaling"	"29/1547"	"120/10955"	0.00218138882573695	0.0228218403354687	0.0184329335256465	"PSMB2/PSMD14/PSMD1/PSMD6/PIK3CB/PIK3CA/PIK3R1/ITK/HLA-DQA1/PSMB1/PSMA2/RIPK2/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/BTRC/UBE2N/UBC/NFKBIA/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/MALT1/PSMD8"	29
"R-HSA-182971"	"R-HSA-182971"	"EGFR downregulation"	"11/1547"	"31/10955"	0.00239924235903795	0.0249291141004149	0.0201349538999291	"TGFA/STAM2/BTC/HBEGF/PTPN12/STAM/UBC/ARHGEF7/GRB2/SH3GL1/EPS15L1"	11
"R-HSA-5687128"	"R-HSA-5687128"	"MAPK6/MAPK4 signaling"	"23/1547"	"89/10955"	0.00241737339722954	0.0249466356707294	0.0201491058673483	"PSMB2/AGO4/PSMD14/PSMD1/PSMD6/KALRN/CCND3/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/UBC/MAPK6/PSMA4/PSMD7/PSMD11/PSMD3/ETV4/PSMC5/PSMD12/PSMD8"	23
"R-HSA-8878166"	"R-HSA-8878166"	"Transcriptional regulation by RUNX2"	"29/1547"	"121/10955"	0.00249090638399429	0.0255317904359415	0.0206217285275203	"PSMB2/PSMD14/SATB2/PSMD1/PSMD6/HES1/SKP2/CDKN1A/PSMB1/PSMA2/SMURF1/HEY1/WWP1/PSMD5/PSMB7/PSMD13/PSMA1/ESRRA/YAP1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/ZNF521/BMP2/PSMD8"	29
"R-HSA-5693567"	"R-HSA-5693567"	"HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)"	"31/1547"	"132/10955"	0.00253419113957724	0.0258011272398568	0.0208392687140085	"RPA2/CLSPN/PPP4R2/RNF168/NSD2/RNF4/RAD17/H2BC4/H2BC5/H4C8/H2BC11/H2BC12/UBE2V2/RMI1/KAT5/POLD3/H2AX/RAD51AP1/UBE2N/RAD9B/UBC/BRCA2/RFC3/RAD51/BLM/UBE2I/ERCC4/RAD51D/BRCA1/RAD51C/PCNA"	31
"R-HSA-8948751"	"R-HSA-8948751"	"Regulation of PTEN stability and activity"	"19/1547"	"69/10955"	0.00258013950334647	0.0260938108438439	0.0210756658378617	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/CSNK2A2/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-1538133"	"R-HSA-1538133"	"G0 and Early G1"	"10/1547"	"27/10955"	0.00261019752716245	0.0262229778059963	0.0211799924825172	"HDAC1/RBBP4/CDC25A/TFDP2/CCNE2/TFDP1/CDC6/PCNA/E2F1/CCNE1"	10
"R-HSA-1362277"	"R-HSA-1362277"	"Transcription of E2F targets under negative control by DREAM complex"	"8/1547"	"19/10955"	0.00274914501632476	0.027437190722136	0.0221606980540306	"HDAC1/RBBP4/CDC25A/TFDP2/TFDP1/CDC6/PCNA/E2F1"	8
"R-HSA-9675136"	"R-HSA-9675136"	"Diseases of DNA Double-Strand Break Repair"	"13/1547"	"41/10955"	0.00315967380469585	0.0310850272396677	0.0251070129458926	"RPA2/RAD17/RMI1/KAT5/RAD51AP1/RAD9B/BRCA2/RFC3/RAD51/BLM/RAD51D/BRCA1/RAD51C"	13
"R-HSA-9701190"	"R-HSA-9701190"	"Defective homologous recombination repair (HRR) due to BRCA2 loss of function"	"13/1547"	"41/10955"	0.00315967380469585	0.0310850272396677	0.0251070129458926	"RPA2/RAD17/RMI1/KAT5/RAD51AP1/RAD9B/BRCA2/RFC3/RAD51/BLM/RAD51D/BRCA1/RAD51C"	13
"R-HSA-69190"	"R-HSA-69190"	"DNA strand elongation"	"11/1547"	"32/10955"	0.00319661453486365	0.0310850272396677	0.0251070129458926	"RPA2/MCM6/MCM2/MCM3/MCM7/POLA1/MCM4/POLD3/PRIM1/RFC3/PCNA"	11
"R-HSA-917729"	"R-HSA-917729"	"Endosomal Sorting Complex Required For Transport (ESCRT)"	"11/1547"	"32/10955"	0.00319661453486365	0.0310850272396677	0.0251070129458926	"STAM2/CHMP2B/VTA1/VPS37A/CHMP7/CHMP5/UBAP1/TSG101/STAM/UBC/VPS4B"	11
"R-HSA-68886"	"R-HSA-68886"	"M Phase"	"79/1547"	"417/10955"	0.00328889146362353	0.0317786519128465	0.0256672454821172	"NUDC/PSMB2/PPP2R5A/RAB1A/PSMD14/SPC25/GORASP2/SUMO1/PSMD1/UBE2E1/DYNC1LI1/PSMD6/CHMP2B/HAUS3/NCAPG/NUP155/KIF2A/PPP2CA/H2BC4/H2AC6/H2BC5/H3C8/H4C8/H2BC11/H2BC12/H3C10/CENPQ/CEP43/PSMB1/PSMA2/YWHAG/DYNC1I1/NUP205/ERCC6L/HDAC8/STAG2/CHMP7/RAB2A/HAUS6/SMC2/CDC26/PSMD5/PSMB7/NUP188/PSMD13/PSMA1/CDCA5/RAB1B/CEP57/PPP2R1B/H2AX/NCAPD3/MASTL/UBE2D1/WAPL/PPP2R2D/H2AJ/LEMD3/CLIP1/UBC/NUP58/ARPP19/PSMA4/UBE2I/CCP110/CSNK2A2/DYNC1LI2/PSMD7/CENPN/PAFAH1B1/PSMD11/PSMD3/DYNLL2/PSMC5/PSMD12/CSNK1D/CEP76/SEH1L/PSMD8"	79
"R-HSA-5693532"	"R-HSA-5693532"	"DNA Double-Strand Break Repair"	"37/1547"	"168/10955"	0.00342038908749527	0.0328400648463945	0.0265245362947668	"RPA2/EYA3/CLSPN/KDM4A/RIF1/SUMO1/PPP4R2/RNF168/NSD2/RNF4/RAD17/H2BC4/H2BC5/H4C8/H2BC11/H2BC12/UBE2V2/RMI1/KAT5/POLD3/H2AX/MAPK8/RAD51AP1/UBE2N/RAD9B/UBC/BRCA2/RFC3/LIG4/RAD51/BLM/UBE2I/ERCC4/RAD51D/BRCA1/RAD51C/PCNA"	37
"R-HSA-5689603"	"R-HSA-5689603"	"UCH proteinases"	"25/1547"	"102/10955"	0.00348502928953128	0.0331262066061168	0.0267556496475175	"PSMB2/PSMD14/PSMD1/PSMD6/UCHL1/H2AC6/PSMB1/PSMA2/HCFC1/TGFBR1/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/INO80C/ADRM1/PSMD8/TFPT"	25
"R-HSA-2467813"	"R-HSA-2467813"	"Separation of Sister Chromatids"	"41/1547"	"191/10955"	0.00349386490242497	0.0331262066061168	0.0267556496475175	"NUDC/PSMB2/PPP2R5A/PSMD14/SPC25/PSMD1/UBE2E1/DYNC1LI1/PSMD6/KIF2A/PPP2CA/CENPQ/PSMB1/PSMA2/DYNC1I1/ERCC6L/HDAC8/STAG2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/CDCA5/PPP2R1B/UBE2D1/WAPL/CLIP1/UBC/PSMA4/DYNC1LI2/PSMD7/CENPN/PAFAH1B1/PSMD11/PSMD3/DYNLL2/PSMC5/PSMD12/SEH1L/PSMD8"	41
"R-HSA-9682385"	"R-HSA-9682385"	"FLT3 signaling in disease"	"10/1547"	"28/10955"	0.00355395061832196	0.0334866030310212	0.0270467376248889	"GOLGB1/PIK3CA/PIK3R1/CDKN1A/GAB2/ETV6/KRAS/UBC/ZMYM2/GRB2"	10
"R-HSA-201681"	"R-HSA-201681"	"TCF dependent signaling in response to WNT"	"48/1547"	"232/10955"	0.00363554049205134	0.034043919299024	0.0274968754564507	"HDAC1/PSMB2/PPP2R5A/PSMD14/PSMD1/PSMD6/CTBP1/LEF1/SFRP2/APC/PPP2CA/H2BC4/H2AC6/H2BC5/H3C8/H4C8/H2BC11/H2BC12/H3C10/PSMB1/PSMA2/HECW1/YWHAZ/PSMD5/PSMB7/PSMD13/PSMA1/LGR4/KAT5/PPP2R1B/H2AX/FZD8/BTRC/H2AJ/LGR5/UBC/DACT1/USP8/PYGO1/PSMA4/CSNK2A2/PSMD7/PSMD11/PSMD3/RNF43/PSMC5/PSMD12/PSMD8"	48
"R-HSA-9709603"	"R-HSA-9709603"	"Impaired BRCA2 binding to PALB2"	"9/1547"	"24/10955"	0.00385460269450059	0.035873817715076	0.0289748630054807	"RMI1/KAT5/RAD51AP1/BRCA2/RAD51/BLM/RAD51D/BRCA1/RAD51C"	9
"R-HSA-5684996"	"R-HSA-5684996"	"MAPK1/MAPK3 signaling"	"57/1547"	"286/10955"	0.00387852304517308	0.035876338167851	0.028976898745709	"PSMB2/JAK1/RGL1/PPP2R5A/DUSP10/RASGRP3/TGFA/PSMD14/PSMD1/RAF1/PSMD6/PIK3CB/PIK3CA/BTC/FGF2/GDNF/IL6ST/PIK3R1/CSF2/PPP2CA/HBEGF/DUSP1/RGL2/FYN/PSMB1/IL6/PSMA2/NRG1/FGFR1/LYPLA1/PTK2/ABHD17B/SHC3/PSMD5/PSMB7/PSMD13/DUSP8/PSMA1/PPP2R1B/NCAM1/APBB1IP/CAMK2G/DUSP16/KRAS/FRS2/UBC/IRS2/FGF7/PSMA4/PSMD7/PSMD11/PSMD3/ITGB3/PSMC5/PSMD12/GRB2/PSMD8"	57
"R-HSA-2730905"	"R-HSA-2730905"	"Role of LAT2/NTAL/LAB on calcium mobilization"	"7/1547"	"16/10955"	0.00392757356239244	0.0361098732978747	0.0291655223389142	"PIK3CB/PIK3CA/PIK3R1/FYN/LYN/GAB2/GRB2"	7
