""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"R-HSA-9027276"	"R-HSA-9027276"	"Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"	"7/1540"	"12/10899"	0.00045765075712843	0.00658145374537076	0.00532664189499857	"PIK3CD/PIK3CB/PIK3CA/PIK3R1/LYN/IRS2/PIK3R5"	7
"R-HSA-450408"	"R-HSA-450408"	"AUF1 (hnRNP D0) binds and destabilizes mRNA"	"18/1540"	"56/10899"	0.000463317192572392	0.00660008453570106	0.00534172056183264	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	18
"R-HSA-5678895"	"R-HSA-5678895"	"Defective CFTR causes cystic fibrosis"	"19/1540"	"61/10899"	0.000508514195160896	0.00717622836161638	0.00580801751679095	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/VCP/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-9703465"	"R-HSA-9703465"	"Signaling by FLT3 fusion proteins"	"9/1540"	"19/10899"	0.000530492390830245	0.00741706953845991	0.00600294021202646	"GOLGB1/PIK3CA/PIK3R1/CDKN1A/GAB2/ETV6/KRAS/ZMYM2/GRB2"	9
"R-HSA-1660499"	"R-HSA-1660499"	"Synthesis of PIPs at the plasma membrane"	"17/1540"	"53/10899"	0.000679032201539742	0.00940677636995423	0.00761329199408634	"PIK3CD/ARF1/PLEKHA3/RAB5A/PIK3CB/PIK3CA/PIK3R1/OCRL/MTMR9/PIK3C2A/PI4K2A/PLEKHA1/MTMR6/PIK3R5/PIP5K1C/INPP5J/SYNJ1"	17
"R-HSA-5358351"	"R-HSA-5358351"	"Signaling by Hedgehog"	"36/1540"	"149/10899"	0.000697772987016697	0.00957852009450193	0.00775229127202283	"PSMB2/EFCAB7/HHAT/ADAM17/SPOPL/PSMD14/TTC21B/PSMD1/PSMD6/BOC/EVC2/EVC/WDR19/PSMB1/PSMA2/SMURF1/VCP/PTCH1/PSMD5/PSMB7/PSMD13/PSMA1/SYVN1/DYNC2H1/BTRC/TULP3/UBC/PSMA4/KIF7/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PRKAR1A/PSMD8"	36
"R-HSA-917937"	"R-HSA-917937"	"Iron uptake and transport"	"18/1540"	"58/10899"	0.000743074340632023	0.0101084887779672	0.00818121678021601	"ATP6V0B/CYBRD1/ATP6V1A/FBXL5/ATP6V0E1/ATP6V0A4/ATP6V1H/ATP6V0D2/ATP6V1C1/ACO1/LCN2/FTH1/SLC11A2/UBC/IREB2/ATP6V0C/FTL/ATP6V1E1"	18
"R-HSA-9006925"	"R-HSA-9006925"	"Intracellular signaling by second messengers"	"64/1540"	"309/10899"	0.000858689012135558	0.0114856818570861	0.00929583592616034	"PIK3CD/HDAC1/RBBP4/PSMB2/AGO4/RRAGC/PPP2R5A/TGFA/PSMD14/PDE1A/PSMD1/PSMD6/PIK3CB/PIK3CA/REST/BTC/FGF2/RICTOR/SLC38A9/PIK3R1/PPP2CA/HBEGF/IER3/CDKN1A/RRAGD/FYN/PSMB1/PSMA2/RBBP7/NRG1/FGFR1/MAF1/IL33/PSMD5/PSMB7/PSMD13/RHOG/PSMA1/GAB2/PPP2R1B/BMI1/CAMK2G/ITPR2/MDM2/FRS2/UBC/IRS2/FGF7/PSMA4/CSNK2A2/PSMD7/SUZ12/PSMD11/PSMD3/PSMC5/PSMD12/PRKAR1A/GRB2/PHLPP1/MBD3/PIP5K1C/INSR/PSMD8/AKT1S1"	64
"R-HSA-174184"	"R-HSA-174184"	"Cdc20:Phospho-APC/C mediated degradation of Cyclin A"	"21/1540"	"73/10899"	0.00085952453632499	0.0114856818570861	0.00929583592616034	"PSMB2/PSMD14/PSMD1/UBE2E1/PSMD6/PSMB1/PSMA2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	21
"R-HSA-113501"	"R-HSA-113501"	"Inhibition of replication initiation of damaged DNA by RB1/E2F1"	"7/1540"	"13/10899"	0.000870840701725721	0.0115348198211038	0.00933560530658875	"TFDP2/PPP2CA/POLA1/PPP2R1B/PRIM1/TFDP1/E2F1"	7
"R-HSA-6783589"	"R-HSA-6783589"	"Interleukin-6 family signaling"	"10/1540"	"24/10899"	0.0009103758908334	0.0118215508649321	0.00956766856339226	"JAK1/OSMR/IL31RA/IL6ST/IL6/CLCF1/SOCS3/IL11/LIF/OSM"	10
"R-HSA-5688426"	"R-HSA-5688426"	"Deubiquitination"	"62/1540"	"298/10899"	0.000912003799704576	0.0118215508649321	0.00956766856339226	"PSMB2/CLSPN/NLRP3/STAM2/PSMD14/PSMD1/KAT2B/CDC25A/PSMD6/TNIP2/UCHL1/TNIP3/SKP2/APC/TNIP1/MAT2B/H2BC4/H2AC6/H2BC5/H2BC11/H2BC12/PRKN/PSMB1/PSMA2/USP11/HCFC1/RIPK2/IL33/VCP/TGFBR1/PSMD5/PSMB7/PSMD13/PSMA1/DDB2/STAM/UBE2D1/ZRANB1/USP5/MDM2/SUDS3/UBC/USP12/NFKBIA/USP8/PSMA4/CCP110/CYLD/PSMD7/PSMD11/PSMD3/BRCA1/PSMC5/PSMD12/INO80C/ADRM1/RAD23A/PSMD8/TFPT/UFD1/JOSD1/USP16"	62
"R-HSA-69205"	"R-HSA-69205"	"G1/S-Specific Transcription"	"11/1540"	"28/10899"	0.00091597447099143	0.0118215508649321	0.00956766856339226	"HDAC1/RBBP4/ORC1/RRM2/TFDP2/POLA1/TFDP1/CDC6/PCNA/E2F1/CCNE1"	11
"R-HSA-3215018"	"R-HSA-3215018"	"Processing and activation of SUMO"	"6/1540"	"10/10899"	0.000992963417870375	0.0126428948686053	0.0102324161327646	"SUMO1/SENP2/SENP5/SENP1/UBE2I/UBA2"	6
"R-HSA-177929"	"R-HSA-177929"	"Signaling by EGFR"	"16/1540"	"50/10899"	0.000996360588982802	0.0126428948686053	0.0102324161327646	"ADAM17/TGFA/STAM2/LRIG1/PIK3CA/BTC/PIK3R1/HBEGF/PTPN12/STAM/KRAS/UBC/ARHGEF7/GRB2/SH3GL1/EPS15L1"	16
"R-HSA-179419"	"R-HSA-179419"	"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint"	"21/1540"	"74/10899"	0.00104320897578342	0.0131270462786081	0.0106242598323206	"PSMB2/PSMD14/PSMD1/UBE2E1/PSMD6/PSMB1/PSMA2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	21
"R-HSA-9639288"	"R-HSA-9639288"	"Amino acids regulate mTORC1"	"17/1540"	"55/10899"	0.0010867439131327	0.0135618455275237	0.0109761607929279	"SESN2/RRAGC/ATP6V0B/SH3BP4/ATP6V1A/SLC38A9/FNIP1/ATP6V0E1/RRAGD/ATP6V1H/ATP6V0D2/ATP6V1C1/KICS2/WDR24/ATP6V0C/SEH1L/ATP6V1E1"	17
"R-HSA-2559583"	"R-HSA-2559583"	"Cellular Senescence"	"44/1540"	"197/10899"	0.00112857697331544	0.0139684527025108	0.0113052447456361	"E2F2/RPS6KA1/RBBP4/AGO4/IL1A/UBE2E1/TFDP2/CXCL8/E2F3/H1-2/H2BC4/H2AC6/H2BC5/H3C8/H4C8/H2BC11/H2BC12/H3C10/MAPK14/CDKN1A/RPS6KA2/IL6/CDK6/RBBP7/RPS6KA3/CCNE2/TXN/CDC26/KAT5/H2AX/BMI1/MAPK8/UBE2D1/H2AJ/MDM2/UBC/TFDP1/TERF2IP/MAP2K3/SUZ12/E2F1/CEBPB/CDKN2D/CCNE1"	44
"R-HSA-6788467"	"R-HSA-6788467"	"IL-6-type cytokine receptor ligand interactions"	"8/1540"	"17/10899"	0.00115344694902336	0.0141602023823194	0.0114604356680884	"JAK1/OSMR/IL31RA/IL6ST/CLCF1/IL11/LIF/OSM"	8
"R-HSA-1236975"	"R-HSA-1236975"	"Antigen processing-Cross presentation"	"27/1540"	"105/10899"	0.00116455994994292	0.0141813348743049	0.0114775390652269	"VAMP3/PSMB2/CTSS/S100A9/PSMD14/PSMD1/PSMD6/TLR1/LNPEP/HLA-E/PSMB1/PSMA2/LY96/TLR4/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/CYBA/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	27
"R-HSA-68962"	"R-HSA-68962"	"Activation of the pre-replicative complex"	"12/1540"	"33/10899"	0.00120943725549573	0.0146100020463885	0.0118244770832046	"RPA2/ORC1/MCM6/ORC4/MCM2/MCM3/MCM7/POLA1/MCM4/PRIM1/ORC6/CDC6"	12
"R-HSA-1236974"	"R-HSA-1236974"	"ER-Phagosome pathway"	"24/1540"	"90/10899"	0.00124614471451299	0.0149339564993224	0.0120866667798629	"VAMP3/PSMB2/S100A9/PSMD14/PSMD1/PSMD6/TLR1/HLA-E/PSMB1/PSMA2/LY96/TLR4/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	24
"R-HSA-162588"	"R-HSA-162588"	"Budding and maturation of HIV virion"	"11/1540"	"29/10899"	0.00128941700455049	0.0153308635974113	0.0124079000603656	"PDCD6IP/CHMP2B/VTA1/VPS37A/CHMP7/CHMP5/UBAP1/TSG101/UBC/NEDD4L/VPS4B"	11
"R-HSA-9006335"	"R-HSA-9006335"	"Signaling by Erythropoietin"	"10/1540"	"25/10899"	0.00132705067731816	0.0156550509589876	0.0126702782595919	"PIK3CD/PIK3CB/PIK3CA/PIK3R1/LYN/KRAS/IRS2/PIK3R5/GRB2/CRKL"	10
"R-HSA-176408"	"R-HSA-176408"	"Regulation of APC/C activators between G1/S and early anaphase"	"22/1540"	"81/10899"	0.0015100009667521	0.0175772730648924	0.0142260118705752	"PSMB2/PSMD14/PSMD1/UBE2E1/PSMD6/PSMB1/PSMA2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/BTRC/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	22
"R-HSA-176409"	"R-HSA-176409"	"APC/C:Cdc20 mediated degradation of mitotic proteins"	"21/1540"	"76/10899"	0.00151327516452716	0.0175772730648924	0.0142260118705752	"PSMB2/PSMD14/PSMD1/UBE2E1/PSMD6/PSMB1/PSMA2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	21
"R-HSA-176814"	"R-HSA-176814"	"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"	"21/1540"	"77/10899"	0.00180922646090517	0.0208544424119603	0.0168783601535629	"PSMB2/PSMD14/PSMD1/UBE2E1/PSMD6/PSMB1/PSMA2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	21
"R-HSA-68882"	"R-HSA-68882"	"Mitotic Anaphase"	"50/1540"	"236/10899"	0.00183653645753898	0.0210088640218474	0.0170033399298465	"NUDC/PSMB2/PPP2R5A/PSMD14/SPC25/SUMO1/PSMD1/UBE2E1/DYNC1LI1/PSMD6/CHMP2B/NUP155/KIF2A/PPP2CA/CENPQ/PSMB1/PSMA2/DYNC1I1/NUP205/ERCC6L/HDAC8/STAG2/CHMP7/CDC26/PSMD5/PSMB7/NUP188/PSMD13/PSMA1/CDCA5/PPP2R1B/UBE2D1/WAPL/LEMD3/CLIP1/UBC/NUP58/PSMA4/UBE2I/DYNC1LI2/PSMD7/CENPN/PAFAH1B1/PSMD11/PSMD3/DYNLL2/PSMC5/PSMD12/SEH1L/PSMD8"	50
"R-HSA-1227990"	"R-HSA-1227990"	"Signaling by ERBB2 in Cancer"	"10/1540"	"26/10899"	0.00188649999520278	0.02104300374689	0.0170309706170368	"PIK3CA/BTC/ERBIN/PIK3R1/HBEGF/PTPN12/NRG1/KRAS/GRB2/CDC37"	10
"R-HSA-9660826"	"R-HSA-9660826"	"Purinergic signaling in leishmaniasis infection"	"10/1540"	"26/10899"	0.00188649999520278	0.02104300374689	0.0170309706170368	"NLRP3/IL1A/IL1B/NT5E/TXN/NFKB2/C3AR1/P2RX4/PSTPIP1/C3"	10
"R-HSA-9664424"	"R-HSA-9664424"	"Cell recruitment (pro-inflammatory response)"	"10/1540"	"26/10899"	0.00188649999520278	0.02104300374689	0.0170309706170368	"NLRP3/IL1A/IL1B/NT5E/TXN/NFKB2/C3AR1/P2RX4/PSTPIP1/C3"	10
"R-HSA-382556"	"R-HSA-382556"	"ABC-family proteins mediated transport"	"26/1540"	"103/10899"	0.00189526391362718	0.02104300374689	0.0170309706170368	"PSMB2/ABCA4/PSMD14/ABCA12/PSMD1/PSMD6/PSMB1/PSMA2/EIF2S3/VCP/PSMD5/PSMB7/PSMD13/PSMA1/ABCC9/UBC/PSMA4/ABCA3/ABCC1/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/EIF2S2/PSMD8"	26
"R-HSA-8939236"	"R-HSA-8939236"	"RUNX1 regulates transcription of genes involved in differentiation of HSCs"	"31/1540"	"130/10899"	0.00198291695475259	0.0218555080414337	0.0176885638453151	"PSMB2/PSMD14/PSMD1/PSMD6/CCNH/H2BC4/H2AC6/H2BC5/H3C8/H4C8/H2BC11/H2BC12/H3C10/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/YAP1/KMT2A/H2AX/H2AJ/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	31
"R-HSA-2555396"	"R-HSA-2555396"	"Mitotic Metaphase and Anaphase"	"50/1540"	"237/10899"	0.00201641737027459	0.0220636973124248	0.0178570600067795	"NUDC/PSMB2/PPP2R5A/PSMD14/SPC25/SUMO1/PSMD1/UBE2E1/DYNC1LI1/PSMD6/CHMP2B/NUP155/KIF2A/PPP2CA/CENPQ/PSMB1/PSMA2/DYNC1I1/NUP205/ERCC6L/HDAC8/STAG2/CHMP7/CDC26/PSMD5/PSMB7/NUP188/PSMD13/PSMA1/CDCA5/PPP2R1B/UBE2D1/WAPL/LEMD3/CLIP1/UBC/NUP58/PSMA4/UBE2I/DYNC1LI2/PSMD7/CENPN/PAFAH1B1/PSMD11/PSMD3/DYNLL2/PSMC5/PSMD12/SEH1L/PSMD8"	50
"R-HSA-174143"	"R-HSA-174143"	"APC/C-mediated degradation of cell cycle proteins"	"23/1540"	"88/10899"	0.0020780585032777	0.0224133452853523	0.0181400445286121	"PSMB2/PSMD14/PSMD1/UBE2E1/PSMD6/SKP2/PSMB1/PSMA2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/BTRC/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	23
"R-HSA-453276"	"R-HSA-453276"	"Regulation of mitotic cell cycle"	"23/1540"	"88/10899"	0.0020780585032777	0.0224133452853523	0.0181400445286121	"PSMB2/PSMD14/PSMD1/UBE2E1/PSMD6/SKP2/PSMB1/PSMA2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/BTRC/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	23
"R-HSA-5658442"	"R-HSA-5658442"	"Regulation of RAS by GAPs"	"19/1540"	"68/10899"	0.00216284948622594	0.0230629950295368	0.0186658328541598	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/KRAS/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-8953750"	"R-HSA-8953750"	"Transcriptional Regulation by E2F6"	"12/1540"	"35/10899"	0.00216883794317498	0.0230629950295368	0.0186658328541598	"RBBP4/RRM2/TFDP2/RBBP7/UXT/BMI1/APAF1/TFDP1/RAD51/SUZ12/BRCA1/E2F1"	12
"R-HSA-202403"	"R-HSA-202403"	"TCR signaling"	"29/1540"	"120/10899"	0.00220045506587095	0.0232355744717842	0.0188055085128905	"PSMB2/PSMD14/PSMD1/PSMD6/PIK3CB/PIK3CA/PIK3R1/ITK/HLA-DQA1/PSMB1/PSMA2/RIPK2/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/BTRC/UBE2N/UBC/NFKBIA/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/MALT1/PSMD8"	29
"R-HSA-182971"	"R-HSA-182971"	"EGFR downregulation"	"11/1540"	"31/10899"	0.00241059699164411	0.0252777878984903	0.0204583560475059	"TGFA/STAM2/BTC/HBEGF/PTPN12/STAM/UBC/ARHGEF7/GRB2/SH3GL1/EPS15L1"	11
"R-HSA-5687128"	"R-HSA-5687128"	"MAPK6/MAPK4 signaling"	"23/1540"	"89/10899"	0.00243563443555941	0.0253641930875497	0.0205282873298329	"PSMB2/AGO4/PSMD14/PSMD1/PSMD6/KALRN/CCND3/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/UBC/MAPK6/PSMA4/PSMD7/PSMD11/PSMD3/ETV4/PSMC5/PSMD12/PSMD8"	23
"R-HSA-8878166"	"R-HSA-8878166"	"Transcriptional regulation by RUNX2"	"29/1540"	"121/10899"	0.00251247617723101	0.0259851988193071	0.0210308928750195	"PSMB2/PSMD14/SATB2/PSMD1/PSMD6/HES1/SKP2/CDKN1A/PSMB1/PSMA2/SMURF1/HEY1/WWP1/PSMD5/PSMB7/PSMD13/PSMA1/ESRRA/YAP1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/ZNF521/BMP2/PSMD8"	29
"R-HSA-74752"	"R-HSA-74752"	"Signaling by Insulin receptor"	"21/1540"	"79/10899"	0.00255021222026822	0.0260881768493662	0.0211142372409301	"ATP6V0B/ATP6V1A/PIK3CB/PIK3CA/FGF2/PIK3R1/ATP6V0E1/ATP6V0A4/FGFR1/ATP6V1H/ATP6V0D2/ATP6V1C1/GAB2/KRAS/FRS2/IRS2/FGF7/ATP6V0C/GRB2/INSR/ATP6V1E1"	21
"R-HSA-5693567"	"R-HSA-5693567"	"HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)"	"31/1540"	"132/10899"	0.00255698687000411	0.0260881768493662	0.0211142372409301	"RPA2/CLSPN/PPP4R2/RNF168/NSD2/RNF4/RAD17/H2BC4/H2BC5/H4C8/H2BC11/H2BC12/UBE2V2/RMI1/KAT5/POLD3/H2AX/RAD51AP1/UBE2N/RAD9B/UBC/BRCA2/RFC3/RAD51/BLM/UBE2I/ERCC4/RAD51D/BRCA1/RAD51C/PCNA"	31
"R-HSA-8948751"	"R-HSA-8948751"	"Regulation of PTEN stability and activity"	"19/1540"	"69/10899"	0.00259740354772674	0.0262172816104205	0.0212187270475414	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/CSNK2A2/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-1538133"	"R-HSA-1538133"	"G0 and Early G1"	"10/1540"	"27/10899"	0.00262172816104205	0.0262172816104205	0.0212187270475414	"HDAC1/RBBP4/CDC25A/TFDP2/CCNE2/TFDP1/CDC6/PCNA/E2F1/CCNE1"	10
"R-HSA-77387"	"R-HSA-77387"	"Insulin receptor recycling"	"10/1540"	"27/10899"	0.00262172816104205	0.0262172816104205	0.0212187270475414	"ATP6V0B/ATP6V1A/ATP6V0E1/ATP6V0A4/ATP6V1H/ATP6V0D2/ATP6V1C1/ATP6V0C/INSR/ATP6V1E1"	10
"R-HSA-1362277"	"R-HSA-1362277"	"Transcription of E2F targets under negative control by DREAM complex"	"8/1540"	"19/10899"	0.00275952853140197	0.0274137373843222	0.0221870680398731	"HDAC1/RBBP4/CDC25A/TFDP2/TFDP1/CDC6/PCNA/E2F1"	8
"R-HSA-9675136"	"R-HSA-9675136"	"Diseases of DNA Double-Strand Break Repair"	"13/1540"	"41/10899"	0.00317608704456946	0.0310855619060825	0.0251588270289033	"RPA2/RAD17/RMI1/KAT5/RAD51AP1/RAD9B/BRCA2/RFC3/RAD51/BLM/RAD51D/BRCA1/RAD51C"	13
"R-HSA-9701190"	"R-HSA-9701190"	"Defective homologous recombination repair (HRR) due to BRCA2 loss of function"	"13/1540"	"41/10899"	0.00317608704456946	0.0310855619060825	0.0251588270289033	"RPA2/RAD17/RMI1/KAT5/RAD51AP1/RAD9B/BRCA2/RFC3/RAD51/BLM/RAD51D/BRCA1/RAD51C"	13
"R-HSA-69190"	"R-HSA-69190"	"DNA strand elongation"	"11/1540"	"32/10899"	0.00321148851480058	0.0310855619060825	0.0251588270289033	"RPA2/MCM6/MCM2/MCM3/MCM7/POLA1/MCM4/POLD3/PRIM1/RFC3/PCNA"	11
"R-HSA-917729"	"R-HSA-917729"	"Endosomal Sorting Complex Required For Transport (ESCRT)"	"11/1540"	"32/10899"	0.00321148851480058	0.0310855619060825	0.0251588270289033	"STAM2/CHMP2B/VTA1/VPS37A/CHMP7/CHMP5/UBAP1/TSG101/STAM/UBC/VPS4B"	11
"R-HSA-5693532"	"R-HSA-5693532"	"DNA Double-Strand Break Repair"	"37/1540"	"168/10899"	0.00345372951453809	0.0332173985156211	0.0268842103008966	"RPA2/EYA3/CLSPN/KDM4A/RIF1/SUMO1/PPP4R2/RNF168/NSD2/RNF4/RAD17/H2BC4/H2BC5/H4C8/H2BC11/H2BC12/UBE2V2/RMI1/KAT5/POLD3/H2AX/MAPK8/RAD51AP1/UBE2N/RAD9B/UBC/BRCA2/RFC3/LIG4/RAD51/BLM/UBE2I/ERCC4/RAD51D/BRCA1/RAD51C/PCNA"	37
"R-HSA-5689603"	"R-HSA-5689603"	"UCH proteinases"	"25/1540"	"102/10899"	0.00351199342675996	0.0334766915586222	0.0270940668522554	"PSMB2/PSMD14/PSMD1/PSMD6/UCHL1/H2AC6/PSMB1/PSMA2/HCFC1/TGFBR1/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/INO80C/ADRM1/PSMD8/TFPT"	25
"R-HSA-2467813"	"R-HSA-2467813"	"Separation of Sister Chromatids"	"41/1540"	"191/10899"	0.00352992565424101	0.0334766915586222	0.0270940668522554	"NUDC/PSMB2/PPP2R5A/PSMD14/SPC25/PSMD1/UBE2E1/DYNC1LI1/PSMD6/KIF2A/PPP2CA/CENPQ/PSMB1/PSMA2/DYNC1I1/ERCC6L/HDAC8/STAG2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/CDCA5/PPP2R1B/UBE2D1/WAPL/CLIP1/UBC/PSMA4/DYNC1LI2/PSMD7/CENPN/PAFAH1B1/PSMD11/PSMD3/DYNLL2/PSMC5/PSMD12/SEH1L/PSMD8"	41
"R-HSA-68886"	"R-HSA-68886"	"M Phase"	"79/1540"	"418/10899"	0.0035625808136476	0.0334766915586222	0.0270940668522554	"NUDC/PSMB2/PPP2R5A/RAB1A/PSMD14/SPC25/GORASP2/SUMO1/PSMD1/UBE2E1/DYNC1LI1/PSMD6/CHMP2B/HAUS3/NCAPG/NUP155/KIF2A/PPP2CA/H2BC4/H2AC6/H2BC5/H3C8/H4C8/H2BC11/H2BC12/H3C10/CENPQ/CEP43/PSMB1/PSMA2/YWHAG/DYNC1I1/NUP205/ERCC6L/HDAC8/STAG2/CHMP7/RAB2A/HAUS6/SMC2/CDC26/PSMD5/PSMB7/NUP188/PSMD13/PSMA1/CDCA5/RAB1B/CEP57/PPP2R1B/H2AX/NCAPD3/MASTL/UBE2D1/WAPL/PPP2R2D/H2AJ/LEMD3/CLIP1/UBC/NUP58/ARPP19/PSMA4/UBE2I/CCP110/CSNK2A2/DYNC1LI2/PSMD7/CENPN/PAFAH1B1/PSMD11/PSMD3/DYNLL2/PSMC5/PSMD12/CSNK1D/CEP76/SEH1L/PSMD8"	79
"R-HSA-9682385"	"R-HSA-9682385"	"FLT3 signaling in disease"	"10/1540"	"28/10899"	0.00356936909995906	0.0334766915586222	0.0270940668522554	"GOLGB1/PIK3CA/PIK3R1/CDKN1A/GAB2/ETV6/KRAS/UBC/ZMYM2/GRB2"	10
"R-HSA-9709603"	"R-HSA-9709603"	"Impaired BRCA2 binding to PALB2"	"9/1540"	"24/10899"	0.00387010045191875	0.0360731585333167	0.0291954946372818	"RMI1/KAT5/RAD51AP1/BRCA2/RAD51/BLM/RAD51D/BRCA1/RAD51C"	9
"R-HSA-5684996"	"R-HSA-5684996"	"MAPK1/MAPK3 signaling"	"57/1540"	"286/10899"	0.00392632630952897	0.0362843718863899	0.0293664383130698	"PSMB2/JAK1/RGL1/PPP2R5A/DUSP10/RASGRP3/TGFA/PSMD14/PSMD1/RAF1/PSMD6/PIK3CB/PIK3CA/BTC/FGF2/GDNF/IL6ST/PIK3R1/CSF2/PPP2CA/HBEGF/DUSP1/RGL2/FYN/PSMB1/IL6/PSMA2/NRG1/FGFR1/LYPLA1/PTK2/ABHD17B/SHC3/PSMD5/PSMB7/PSMD13/DUSP8/PSMA1/PPP2R1B/NCAM1/APBB1IP/CAMK2G/DUSP16/KRAS/FRS2/UBC/IRS2/FGF7/PSMA4/PSMD7/PSMD11/PSMD3/ITGB3/PSMC5/PSMD12/GRB2/PSMD8"	57
"R-HSA-2730905"	"R-HSA-2730905"	"Role of LAT2/NTAL/LAB on calcium mobilization"	"7/1540"	"16/10899"	0.00394081919825691	0.0362843718863899	0.0293664383130698	"PIK3CB/PIK3CA/PIK3R1/FYN/LYN/GAB2/GRB2"	7
"R-HSA-201681"	"R-HSA-201681"	"TCF dependent signaling in response to WNT"	"48/1540"	"233/10899"	0.00401270188555355	0.0367223021041567	0.0297208732958703	"HDAC1/PSMB2/PPP2R5A/PSMD14/PSMD1/PSMD6/CTBP1/LEF1/SFRP2/APC/PPP2CA/H2BC4/H2AC6/H2BC5/H3C8/H4C8/H2BC11/H2BC12/H3C10/PSMB1/PSMA2/HECW1/YWHAZ/PSMD5/PSMB7/PSMD13/PSMA1/LGR4/KAT5/PPP2R1B/H2AX/FZD8/BTRC/H2AJ/LGR5/UBC/DACT1/USP8/PYGO1/PSMA4/CSNK2A2/PSMD7/PSMD11/PSMD3/RNF43/PSMC5/PSMD12/PSMD8"	48
"R-HSA-450531"	"R-HSA-450531"	"Regulation of mRNA stability by proteins that bind AU-rich elements"	"22/1540"	"88/10899"	0.00462466812376368	0.0420677642583322	0.0340471762313864	"PSMB2/PSMD14/PSMD1/PSMD6/DCP2/MAPK14/PSMB1/PSMA2/YWHAZ/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8/ZFP36"	22
"R-HSA-5693579"	"R-HSA-5693579"	"Homologous DNA Pairing and Strand Exchange"	"13/1540"	"43/10899"	0.00502623588080464	0.0454468034731438	0.0367819719988288	"RPA2/RAD17/RMI1/KAT5/RAD51AP1/RAD9B/BRCA2/RFC3/RAD51/BLM/RAD51D/BRCA1/RAD51C"	13
