""	"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0010718"	"BP"	"GO:0010718"	"positive regulation of epithelial to mesenchymal transition"	"26/4576"	"56/18903"	0.000232938573905433	0.00773500151081856	0.00608572562861997	"3553/7048/51176/1601/2296/3569/4017/6386/5747/152007/7046/2022/4192/25805/6934/10979/7043/7041/1277/8313/6317/650/182/655/7040/7074"	26
"GO:0019867"	"CC"	"GO:0019867"	"outer membrane"	"81/4763"	"237/19869"	0.000235320273510041	0.00315342387079134	0.00242226015679562	"65018/79639/374986/4170/5298/10456/4580/55154/84134/5743/8564/2043/56947/129807/5894/132671/2180/56172/7416/54974/670/10981/56895/5071/54543/51024/2710/4128/51309/51566/9823/2182/10857/65991/665/54332/5339/23230/9830/445/55626/79073/572/1374/79671/55847/84883/84896/54708/85450/57678/51703/664/4257/3845/10059/120892/4891/84749/22877/7316/140707/23111/599/23224/79789/161176/90427/8303/80777/80179/80347/56907/596/116151/81890/126129/56993/1727/706/25813"	81
"GO:0044233"	"CC"	"GO:0044233"	"mitochondria-associated endoplasmic reticulum membrane"	"13/4763"	"21/19869"	0.000235390713649804	0.00315342387079134	0.00242226015679562	"23155/10768/821/9474/10981/2182/10134/23230/440026/51075/23682/118987/22863"	13
"GO:0048754"	"BP"	"GO:0048754"	"branching morphogenesis of an epithelial tube"	"58/4576"	"157/18903"	0.000237135365742509	0.00783397962109357	0.00616359938488627	"56998/1969/1435/5087/183/5534/2736/3237/7048/7474/23129/1739/9353/51176/2247/1909/6423/2668/2297/2246/7124/4855/2737/367/4824/4609/5727/2022/3611/55366/4192/10413/8945/3845/7421/6926/4323/4776/6495/26585/5371/2294/2303/9955/9953/3975/3217/54903/6909/6662/80000/596/650/64412/655/3911/91355/9620"	58
"GO:1903078"	"BP"	"GO:1903078"	"positive regulation of protein localization to plasma membrane"	"27/4576"	"59/18903"	0.000239252594230383	0.00786359802057207	0.00618690247701017	"1969/2048/163882/2042/27032/5357/1739/5295/8878/7124/7430/2852/1956/245812/65267/51201/391/25921/6809/4035/382/3958/9495/207/5780/342667/3675"	27
"GO:0042594"	"BP"	"GO:0042594"	"response to starvation"	"74/4576"	"211/18903"	0.000241002988832087	0.0078809200713518	0.00620053107788671	"83667/80149/64121/84879/6513/5563/57535/1513/2629/3428/9213/2752/467/5610/92196/659/1373/10533/10641/83939/5562/5019/96459/3077/10919/1026/7942/58528/9474/26100/54468/51422/11152/3920/51765/3309/133/55626/10524/143686/23235/8644/5599/23710/120892/54407/144577/9891/2308/8428/91875/5106/5587/22863/4149/1965/440275/84219/23274/79567/11345/81631/8140/7157/55062/81929/55364/220441/8792/596/7538/11133/1312/10634"	74
"GO:0051656"	"BP"	"GO:0051656"	"establishment of organelle localization"	"138/4576"	"437/18903"	0.000242678033276722	0.00789561560792245	0.00621209319631801	"5293/65018/10726/553115/29899/84722/6284/23557/80128/4000/83540/22920/4139/149371/56776/3192/6382/27436/5861/150465/129880/3676/4430/66008/55686/79083/8850/10015/79443/25978/55773/10342/7879/11235/1739/3064/55330/7345/55435/7320/63971/55166/23195/2697/6993/7430/5071/7462/1780/8976/1020/357/6399/8409/10013/51566/3598/6845/91782/10947/4067/6386/7534/55638/157769/83696/51510/23287/8013/6812/26086/89958/387755/7251/5080/84364/5871/113130/10524/5870/4647/9846/9638/8027/56288/56681/26985/54536/119032/120892/8825/92558/10464/161424/122553/10640/55860/3091/23224/10972/9321/79789/161176/26258/4644/8120/3566/29109/79567/2294/5048/10749/9423/3996/4642/80179/4137/26115/55062/9368/201294/1453/57132/56907/81929/22878/9525/9371/10079/8943/79816/9230/1785/79036/4627/25777/8867/7109"	138
"GO:0070527"	"BP"	"GO:0070527"	"platelet aggregation"	"31/4576"	"71/18903"	0.000246029325913015	0.00792716277310092	0.00623691379801646	"6814/375033/50848/1465/2335/5270/5291/5912/55330/3572/1192/3569/3315/2316/4067/6812/10077/3611/84959/5592/928/7301/18/170692/3690/5578/114897/84034/10398/2778/4627"	31
"GO:0070936"	"BP"	"GO:0070936"	"protein K48-linked ubiquitination"	"30/4576"	"68/18903"	0.000246726771032761	0.00792716277310092	0.00623691379801646	"27246/29089/57162/7325/7324/10425/6047/10299/6502/7320/81545/57531/7128/5071/54476/223082/9690/7319/10210/84447/7321/8945/6049/51283/267/84937/7326/23327/220441/7267"	30
"GO:0043087"	"BP"	"GO:0043087"	"regulation of GTPase activity"	"121/4576"	"376/18903"	0.000247339291740653	0.00792716277310092	0.00623691379801646	"1969/3925/7813/8412/9411/5906/8394/6281/57326/128239/50848/5999/9910/9462/55103/6004/23179/5362/7107/6000/25780/3987/3655/1123/2043/6364/25791/23677/9922/5364/7474/2042/868/141/5361/23129/26084/57533/23216/2044/93627/23158/9693/253260/112574/202243/2149/2150/5921/1946/64411/5863/8831/51429/4301/23161/10344/6369/100271927/154796/139818/4952/5365/10565/5747/203228/89846/153090/26130/84253/10999/26086/391/116985/9712/6251/5592/23232/22841/6001/120892/23329/64786/55785/11153/23143/9882/23348/8874/22821/84962/253959/122553/6655/10979/1965/26037/123016/9236/1398/9905/5048/23108/1856/140775/6347/6348/6351/201176/10928/7052/10297/115704/57572/57139/23094/2909/1399/613/23654/7074"	121
"GO:0051261"	"BP"	"GO:0051261"	"protein depolymerization"	"46/4576"	"118/18903"	0.00025049319745189	0.00798850088111422	0.00628517324507998	"832/3925/9829/829/10763/23271/25802/119/822/344148/5290/2580/118/9948/57482/9037/3796/2150/324/136319/10013/81551/444/347240/7111/157922/23075/9645/6588/6840/120/1073/6710/146057/4130/29767/29766/50810/10300/146206/9525/10297/6455/57553/11078/8867"	46
"GO:0031589"	"BP"	"GO:0031589"	"cell-substrate adhesion"	"119/4576"	"369/18903"	0.000251952519096749	0.0079954587587254	0.00629064754706169	"9341/6548/1307/10420/2633/22854/1435/8515/8394/6281/8751/7059/3915/3914/5861/3987/3655/3232/3676/2335/25992/3913/56999/2042/1295/25890/90102/151887/3693/2047/5291/4241/22998/10855/55435/81792/1601/3672/5295/10085/5921/1946/6695/2196/56940/5796/7402/79778/54749/1021/7205/5054/3912/7791/1020/3897/2316/285/10395/10174/59339/8754/3037/5747/7264/23189/1955/3611/10894/55742/960/51144/4192/30008/4321/83700/6251/1305/1308/3678/3679/8874/4323/84962/22795/10979/87/10516/26585/7301/54822/22801/79834/3681/1012/2294/1398/1845/3690/3675/1277/201294/9480/596/55612/182/54453/3911/50509/1785/558/4059/6237/91663/1399/9647/613/11078/7074"	119
"GO:0021915"	"BP"	"GO:0021915"	"neural tube development"	"60/4576"	"164/18903"	0.000253332037203908	0.00799982835131165	0.00629408544446242	"1969/7798/8543/92344/5362/5629/6201/26160/54910/2736/7474/200894/3280/57545/57728/10427/6423/836/5754/10370/2737/8985/9968/10395/7976/6788/115908/23552/5727/9355/133/5080/55626/10524/26005/648/7289/5916/317/79600/84678/25831/51339/3091/4522/677/23059/1856/54903/57534/51098/655/140467/5566/7040/2909/8463/25776/9620/23654"	60
"GO:0005912"	"CC"	"GO:0005912"	"adherens junction"	"64/4763"	"179/19869"	0.000253652600484188	0.00334047577247821	0.00256594156065182	"8613/91624/1266/6282/8751/83872/114800/58538/659/2043/8994/9223/23150/1739/118/10611/27295/1016/1946/324/1495/2196/10211/5796/7430/4301/222256/7791/357/83604/57477/65267/64236/4067/6386/301/389813/11187/5818/55691/56288/11155/9124/10818/8825/1948/84962/64403/29091/10979/317762/7082/84978/29766/302/3996/3909/1000/1005/182/23396/5817/4627/11135"	64
"GO:0000118"	"CC"	"GO:0000118"	"histone deacetylase complex"	"34/4763"	"81/19869"	0.000258649732813881	0.00334951403993976	0.0025728841843065	"3065/5928/81611/57459/51742/55818/23314/79885/8819/3094/55809/55904/6907/5931/10013/55869/10629/10524/80312/64431/64426/10284/3621/84312/91748/23186/9112/25942/10933/1107/9611/116092/7764/53615"	34
"GO:0090090"	"BP"	"GO:0090090"	"negative regulation of canonical Wnt signaling pathway"	"53/4576"	"141/18903"	0.000262636345244794	0.00821064044612418	0.00645994767040114	"56998/3065/27303/8994/7474/152573/6423/1601/324/4163/10146/100113407/1432/22881/5071/2737/23072/3484/857/6591/6788/115908/153090/27122/4192/22943/84445/6934/3489/2735/55681/26524/2308/337867/57680/51339/26585/55897/1540/267/8313/6662/9368/1000/55612/650/10297/79816/7089/348/84133/83999/25776"	53
"GO:0043409"	"BP"	"GO:0043409"	"negative regulation of MAPK cascade"	"65/4576"	"181/18903"	0.000264286741580744	0.00821064044612418	0.00645994767040114	"65018/2048/2633/26191/2629/55870/5997/467/11221/64853/183/284996/3553/2043/5468/1849/5291/1739/55584/7345/6423/1601/2150/57556/153769/10318/1843/10385/154043/7430/5071/2852/857/27330/10251/1846/4067/4609/8000/3301/2218/7099/153090/1850/6609/9479/27250/80824/2308/57447/51339/1540/5048/9611/1845/9368/5771/6317/140885/650/655/10347/348/91662/3976"	65
"GO:0098727"	"BP"	"GO:0098727"	"maintenance of cell number"	"65/4576"	"181/18903"	0.000264286741580744	0.00821064044612418	0.00645994767040114	"57190/3065/5928/6944/5396/5629/51742/23160/81606/55818/55183/5894/7545/3280/9079/80306/3516/5978/8819/53918/55274/5764/5931/9282/9968/4017/51123/90390/22882/4609/23137/9314/26147/10629/10413/80312/81603/9412/8091/6926/64426/84678/2308/7178/3981/3621/56339/84312/10001/23168/25942/9274/79918/6774/6662/6760/1000/182/8202/655/140467/6597/51586/6598/3976"	65
"GO:0001822"	"BP"	"GO:0001822"	"kidney development"	"102/4576"	"309/18903"	0.000265106056006493	0.00821064044612418	0.00645994767040114	"56998/10269/51668/9653/4853/51107/90780/5087/5629/183/55083/4953/130497/6382/9784/56603/2736/3237/8837/2043/5915/3913/7474/23129/185/4311/3280/1739/7466/57545/9353/5530/2028/2247/1909/10409/2668/2297/51301/4208/2246/5159/2296/654/5754/100133941/10758/5154/358/2737/5420/285/4824/10247/50484/3037/4609/5125/5727/7046/445/3611/55366/10413/79659/59/51196/3070/120892/23371/10220/317/1948/6495/384/26585/2200/26108/9245/2303/5176/9955/9953/90410/3975/3690/3217/3675/1636/6662/80000/596/650/182/64412/655/3911/4854/2828/162/3976/9510"	102
"GO:0046718"	"BP"	"GO:0046718"	"viral entry into host cell"	"56/4576"	"151/18903"	0.000268130667660788	0.00823318989571961	0.00647768907137207	"8764/1969/8547/55223/50848/9213/1604/1803/3693/5359/185/286827/950/205860/339976/972/3123/6993/1956/222256/857/1508/11059/4061/9830/10581/8519/10410/117854/85363/10346/6609/6520/219931/7405/4684/5818/81603/3678/6404/3356/1948/10572/57617/7301/290/5045/4261/3690/4864/6317/682/3643/558/5817/3956"	56
"GO:0016482"	"BP"	"GO:0016482"	"cytosolic transport"	"62/4576"	"171/18903"	0.000268390232552176	0.00823318989571961	0.00647768907137207	"9341/7805/7813/6272/80128/27252/10228/8934/338382/30845/9648/55207/5868/55773/7879/2580/57533/55435/1601/7430/5071/29886/22853/9179/9367/2316/64089/23230/23258/9066/738/219931/5870/9559/143187/404636/23085/51026/120892/23011/400/51699/1203/25938/58533/22863/54551/25963/1066/164/83547/9905/10749/4642/26115/55062/27131/10079/8218/26088/9980/7109"	62
"GO:0009156"	"BP"	"GO:0009156"	"ribonucleoside monophosphate biosynthetic process"	"18/4576"	"34/18903"	0.000283843497817547	0.00866597067744377	0.00681819127957839	"978/51727/271/7371/159/790/3615/8833/10606/1633/3614/5634/5631/132/122622/5198/100/54963"	18
"GO:0030017"	"CC"	"GO:0030017"	"sarcomere"	"74/4763"	"214/19869"	0.000287251356767115	0.00365892301980407	0.00281055253299317	"832/127294/2275/6513/5142/91624/7170/844/91156/1465/25802/5525/5664/375/9453/6262/6546/2274/7273/23363/51719/7079/8850/776/2317/339855/10611/5530/287/171024/51778/23022/27295/8470/54545/11346/375484/8878/667/3315/2318/10049/1756/2316/9172/64236/56704/114907/5339/7169/7111/3611/55742/1410/288/11155/9124/9531/10060/6334/1073/10979/23224/87/51676/29767/29766/7168/4313/342527/4077/2280/85366/10398"	74
"GO:0071560"	"BP"	"GO:0071560"	"cellular response to transforming growth factor beta stimulus"	"91/4576"	"271/18903"	0.000289805847305721	0.00880627013369554	0.00692857574367948	"3065/5928/3725/1513/4921/2331/51742/6868/4052/3987/9839/8837/5468/7048/7474/54756/3693/79674/8819/1601/4208/9315/4015/2201/56940/135228/2534/5796/10370/5154/1278/57154/857/7791/5931/8754/6386/5747/7046/3309/2022/27122/2615/25805/6935/80312/57178/5654/11171/6660/23592/317/55198/64426/26524/1284/3621/58533/84312/10979/2530/677/4053/7043/22938/2200/5371/25942/5045/7041/51741/1398/7157/6774/3675/1277/64750/6662/9480/2280/54976/55612/650/8200/56937/100507588/1785/9518/7040/1399/10454"	91
"GO:0031968"	"CC"	"GO:0031968"	"organelle outer membrane"	"80/4763"	"235/19869"	0.000294936434918957	0.00369621951503273	0.00283920133444904	"65018/79639/374986/4170/5298/10456/4580/55154/84134/5743/8564/2043/56947/129807/5894/132671/2180/7416/54974/670/10981/56895/5071/54543/51024/2710/4128/51309/51566/9823/2182/10857/65991/665/54332/5339/23230/9830/445/55626/79073/572/1374/79671/55847/84883/84896/54708/85450/57678/51703/664/4257/3845/10059/120892/4891/84749/22877/7316/140707/23111/599/23224/79789/161176/90427/8303/80777/80179/80347/56907/596/116151/81890/126129/56993/1727/706/25813"	80
"GO:0071985"	"BP"	"GO:0071985"	"multivesicular body sorting pathway"	"23/4576"	"48/18903"	0.000297004047293219	0.0089124748806243	0.00701213525551169	"23585/54741/6272/10254/10015/25978/51534/94121/137492/91782/23484/55353/51510/51271/7415/7251/7405/8027/404636/83547/57132/9525/80700"	23
"GO:0010232"	"BP"	"GO:0010232"	"vascular transport"	"36/4576"	"87/18903"	0.000297451428024561	0.0089124748806243	0.00701213525551169	"84879/6513/3953/388662/6566/477/8884/6509/6508/10396/9429/6507/6567/6505/10999/20/11309/387700/6515/10060/114134/81539/54407/9498/4035/9194/10257/23428/28232/4363/8140/489/8714/9368/3643/348"	36
"GO:0150104"	"BP"	"GO:0150104"	"transport across blood-brain barrier"	"36/4576"	"87/18903"	0.000297451428024561	0.0089124748806243	0.00701213525551169	"84879/6513/3953/388662/6566/477/8884/6509/6508/10396/9429/6507/6567/6505/10999/20/11309/387700/6515/10060/114134/81539/54407/9498/4035/9194/10257/23428/28232/4363/8140/489/8714/9368/3643/348"	36
"GO:0045017"	"BP"	"GO:0045017"	"glycerolipid biosynthetic process"	"86/4576"	"254/18903"	0.000308940789267089	0.00921387298360458	0.00724926852008302	"5293/55650/2170/84879/10026/126969/51205/8394/5298/93183/5279/5321/9926/824/3707/22979/85465/253558/51447/5291/5359/5337/5290/1609/55300/2247/8821/2180/5295/56895/5154/2710/4952/8776/3612/9791/23167/84302/8818/56623/81490/57104/84188/5286/114971/10524/84649/7405/23682/253430/51196/55361/57678/55500/1606/56994/57605/9107/160851/3356/63874/84962/5106/22863/146850/10400/94005/284098/30837/8526/9021/9489/5833/171586/128869/8813/23396/718/57153/7376/27440/5297/27124/80339/8867/56894"	86
"GO:1903034"	"BP"	"GO:1903034"	"regulation of response to wounding"	"62/4576"	"172/18903"	0.000321810564848015	0.00955347308180145	0.00751645825730388	"2048/5792/9860/29956/7391/4921/2191/2043/5270/5627/90102/4638/10855/6696/2247/100506658/2149/2150/1839/9856/7124/22875/135228/7128/5154/5054/857/5764/538/2316/5327/10565/8840/5747/23189/301/9314/4192/84959/5592/59/928/8428/10979/302/51330/18/79001/170692/2303/1398/114897/84034/5055/55612/7056/6431/6915/5802/5329/348/83999"	62
"GO:0009225"	"BP"	"GO:0009225"	"nucleotide-sugar metabolic process"	"19/4576"	"37/18903"	0.000324032672445209	0.00957531410959651	0.00753364228789803	"23443/2135/6675/2673/132789/9945/4245/2762/55790/7264/2592/10020/54187/23483/55757/64841/2530/4351/8813"	19
"GO:0030135"	"CC"	"GO:0030135"	"coated vesicle"	"101/4763"	"310/19869"	0.000332130956102298	0.00409628179192834	0.00314650379465334	"9341/1889/26119/553115/533/50999/6272/9554/5872/10456/1314/8674/10228/29097/149111/90411/7039/10618/130340/23677/5868/7474/523/9276/205428/1173/685/950/22872/10427/9871/1601/112574/64924/1839/81555/972/1212/9856/3134/3105/3133/3107/3106/3127/3123/3117/3113/3115/51429/3482/1956/3092/261729/1174/155066/286451/538/4952/10134/6845/23259/51606/528/57720/5286/4900/56681/143187/928/25977/4074/51290/22818/9182/55681/8906/10484/10972/85439/5265/57617/567/8120/5045/527/23062/164/1856/51226/55062/201294/10483/92840/1785/11018/348/529/8218/162/11015"	101
"GO:0051962"	"BP"	"GO:0051962"	"positive regulation of nervous system development"	"93/4576"	"279/18903"	0.000332729440963521	0.00973584019522151	0.00765994061013931	"22883/2048/3065/64218/5362/3553/659/2335/23363/2043/5270/57633/5364/6091/5361/23129/2047/55179/4311/6474/3280/9353/2895/2247/9037/3572/1946/4124/3400/7124/7058/2852/3569/2737/3984/57154/54674/5764/6604/27286/100528062/84631/5365/3897/4204/2664/7976/4067/27067/90865/5789/5080/4192/23529/4135/26011/22891/1959/118813/57698/3845/65981/23011/26259/3981/10419/2290/51199/3091/22938/23768/23405/56965/8482/79006/8140/5176/5048/57555/9423/51393/4137/1636/650/79953/1869/7052/7040/3976/706/23654/7074/8867"	93
"GO:0033866"	"BP"	"GO:0033866"	"nucleoside bisphosphate biosynthetic process"	"27/4576"	"60/18903"	0.000335510171272768	0.00973584019522151	0.00765994061013931	"5538/79717/25874/5163/2180/79993/1836/79646/347734/60481/6785/5160/5165/2182/8050/51144/1737/9060/83401/51703/80347/79877/80025/84532/55902/6576/23181"	27
"GO:0034030"	"BP"	"GO:0034030"	"ribonucleoside bisphosphate biosynthetic process"	"27/4576"	"60/18903"	0.000335510171272768	0.00973584019522151	0.00765994061013931	"5538/79717/25874/5163/2180/79993/1836/79646/347734/60481/6785/5160/5165/2182/8050/51144/1737/9060/83401/51703/80347/79877/80025/84532/55902/6576/23181"	27
"GO:0034033"	"BP"	"GO:0034033"	"purine nucleoside bisphosphate biosynthetic process"	"27/4576"	"60/18903"	0.000335510171272768	0.00973584019522151	0.00765994061013931	"5538/79717/25874/5163/2180/79993/1836/79646/347734/60481/6785/5160/5165/2182/8050/51144/1737/9060/83401/51703/80347/79877/80025/84532/55902/6576/23181"	27
"GO:0060675"	"BP"	"GO:0060675"	"ureteric bud morphogenesis"	"29/4576"	"66/18903"	0.000338168610572159	0.00976897842738048	0.00768601302763722	"56998/9653/5087/183/55083/3237/3280/1739/2247/2668/2297/2246/2737/4609/5727/3611/55366/6495/26585/9955/9953/3975/3217/6662/80000/596/650/64412/3911"	29
"GO:0032588"	"CC"	"GO:0032588"	"trans-Golgi network membrane"	"40/4763"	"101/19869"	0.000341304600851589	0.00414365116971383	0.00318288994544163	"9341/55204/10067/84283/8674/10228/4430/130340/339122/972/63971/3127/3123/3117/3113/3115/3482/9179/1174/9367/538/6482/738/5870/9712/3363/143187/4074/8549/400/11154/23431/10066/192683/164/3996/11031/10079/113178/162"	40
"GO:0001657"	"BP"	"GO:0001657"	"ureteric bud development"	"39/4576"	"97/18903"	0.000345488460160493	0.00989171849046175	0.00778258215519425	"56998/9653/5087/183/55083/130497/6382/3237/5915/3280/1739/9353/2247/10409/2668/2297/2246/2296/2737/4609/5727/3611/55366/10220/6495/384/26585/2303/9955/9953/3975/3217/6662/80000/596/650/64412/655/3911"	39
"GO:0060993"	"BP"	"GO:0060993"	"kidney morphogenesis"	"39/4576"	"97/18903"	0.000345488460160493	0.00989171849046175	0.00778258215519425	"56998/10269/9653/5087/183/55083/130497/3237/3280/1739/5530/2247/10409/2668/2297/51301/2246/5159/2737/4609/5727/3611/55366/120892/6495/26585/9245/9955/9953/3975/3217/6662/80000/596/650/64412/655/3911/3976"	39
"GO:0003206"	"BP"	"GO:0003206"	"cardiac chamber morphogenesis"	"48/4576"	"126/18903"	0.0003498199676273	0.00994383413810105	0.00782358557737161	"9249/4853/5629/6262/2274/659/7048/7474/6091/6474/3280/53834/7468/9353/3516/1909/6423/1363/4208/6586/2296/10370/8701/6604/3084/55636/23462/23414/7046/2022/55742/4193/6926/3091/7168/55897/2294/2303/7157/54903/6909/2280/650/182/655/7040/10848/9510"	48
"GO:0043405"	"BP"	"GO:0043405"	"regulation of MAP kinase activity"	"66/4576"	"186/18903"	0.000350395894031192	0.00994383413810105	0.00782358557737161	"26191/2629/5997/11221/64853/183/28951/7039/3553/2043/5468/152110/1849/7474/6091/5291/11235/7345/2247/6423/56034/4208/2246/5159/1843/7124/100133941/23328/4216/5154/1956/857/10251/2260/8754/4067/10221/3301/7099/153090/6609/7251/9479/5871/8325/22943/27250/101/80824/120892/3356/84962/5607/1856/146850/23533/51755/8792/6317/650/655/3643/7040/348/4282/10454"	66
"GO:0045499"	"MF"	"GO:0045499"	"chemorepellent activity"	"16/4686"	"28/18432"	0.000353065213979533	0.0291543139627033	0.0268872737033523	"10500/64218/10505/54910/1803/7869/9037/1946/57556/10371/3084/23768/80031/8482/10509/10501"	16
"GO:0048863"	"BP"	"GO:0048863"	"stem cell differentiation"	"84/4576"	"248/18903"	0.000355393416751225	0.0100339816470539	0.00789451161466111	"6548/553115/3065/5928/10500/57459/64218/3192/6201/130497/81606/5610/10505/55818/54910/3233/2335/7869/84541/3280/4487/202018/3516/5978/5308/2247/1909/6423/9037/2668/4208/57556/309/2296/1432/10370/10371/1021/54517/5764/5931/3084/6591/26147/117854/10524/10413/2/6660/8091/6926/10443/56339/6495/3091/9112/26585/80031/8482/10509/79918/2303/7157/1107/5717/100170841/51755/6774/124540/6909/1636/6662/1000/596/83959/182/655/3911/53615/10501/7538/8463/3976/5008"	84
"GO:0016607"	"CC"	"GO:0016607"	"nuclear speck"	"131/4763"	"419/19869"	0.000356464212004125	0.00426111834964931	0.00327312078066946	"23254/25949/6429/6421/5563/204851/10286/10401/9939/9129/6944/8394/26097/57459/1196/4000/5546/3428/9507/127933/64326/8444/55105/11221/163859/10472/3192/6432/2034/7341/4968/85403/64332/8930/1609/1665/55534/10409/5562/8988/55914/4208/9879/10569/9794/7919/10919/6732/1432/26235/6446/9774/9589/5071/4301/2737/9263/3984/55904/10135/190/367/55086/665/55893/2961/56892/10210/23137/10783/6835/10346/8539/374395/84441/3014/51322/2869/64077/113246/25766/9802/144455/8683/10284/51371/11193/22873/55644/328/56339/22985/8106/4776/25831/5411/3091/6430/58517/56252/22938/79882/55671/9321/4707/6938/79719/8554/1198/10933/3603/10421/3299/84081/51755/339287/4137/64750/6427/6431/7764/56731/24148/6915/5566/64344/24144/84164/25776/10454/23774"	131
"GO:0048753"	"BP"	"GO:0048753"	"pigment granule organization"	"20/4576"	"40/18903"	0.000359186644868195	0.0100339816470539	0.00789451161466111	"23557/8934/9839/130340/84343/55330/63971/10981/1174/357/11234/23682/26985/26258/164/596/8943/89781/162/25825"	20
"GO:0022409"	"BP"	"GO:0022409"	"positive regulation of cell-cell adhesion"	"105/4576"	"322/18903"	0.000360418961308172	0.0100339816470539	0.00789451161466111	"8764/8613/3716/26191/51043/50848/22920/27/1604/11221/3707/55083/114548/3552/3553/27177/2736/1803/3676/7048/58515/7474/201627/9223/64332/3592/5290/3280/399/5530/51176/4651/3572/972/9308/10385/3105/3133/10211/7124/3127/3123/3117/3108/3111/3113/3115/100133941/2534/8876/10370/4301/55274/3569/2737/7784/857/5420/6604/4067/8767/3037/80380/301/8013/960/4192/55626/923/572/10524/648/1326/288/57178/57678/101/7480/3071/9840/10808/1948/207/7082/567/64410/3566/9780/146850/6347/84034/10892/140885/100/655/8943/970/7297/6597/23149/84807/5329/6598/3956/861"	105
"GO:0060149"	"BP"	"GO:0060149"	"negative regulation of post-transcriptional gene silencing"	"14/4576"	"24/18903"	0.000362917994995896	0.0100339816470539	0.00789451161466111	"80149/10269/103/5468/5530/7124/389421/3569/10984/9612/7157/9611/6774/7040"	14
"GO:0060967"	"BP"	"GO:0060967"	"negative regulation of gene silencing by RNA"	"14/4576"	"24/18903"	0.000362917994995896	0.0100339816470539	0.00789451161466111	"80149/10269/103/5468/5530/7124/389421/3569/10984/9612/7157/9611/6774/7040"	14
"GO:1900369"	"BP"	"GO:1900369"	"negative regulation of post-transcriptional gene silencing by RNA"	"14/4576"	"24/18903"	0.000362917994995896	0.0100339816470539	0.00789451161466111	"80149/10269/103/5468/5530/7124/389421/3569/10984/9612/7157/9611/6774/7040"	14
"GO:0030282"	"BP"	"GO:0030282"	"bone mineralization"	"47/4576"	"123/18903"	0.00036982094452956	0.0101811389942711	0.00801029171349453	"10269/1893/7286/4921/5743/130497/51374/6546/659/1230/658/166929/56172/4208/84059/4015/2201/654/55603/5167/56975/51119/1278/5764/55787/54880/55151/55366/5552/9562/7421/7480/490/338773/3091/7043/26585/645811/6348/4077/8313/6662/650/655/22904/7040/54795"	47
"GO:0007219"	"BP"	"GO:0007219"	"Notch signaling pathway"	"65/4576"	"183/18903"	0.000374757887372459	0.0102731502572484	0.00808268411063109	"4853/100996763/51107/23385/5664/6868/26160/307/3232/92737/7079/7048/6091/11235/3280/3516/10098/55534/8470/3572/9794/2296/2762/4855/221336/892/1021/4100/4204/157285/56892/6591/23462/1903/55343/23220/84441/10413/57178/81619/159686/196403/84934/56339/4323/4792/6495/6400/207/83464/55897/2303/84667/3996/6774/55273/6909/6662/57534/650/182/23509/655/4854/374887"	65
"GO:0051222"	"BP"	"GO:0051222"	"positive regulation of protein transport"	"97/4576"	"294/18903"	0.000376472339728033	0.0102764186971525	0.00808525564580946	"118424/65018/80149/84455/54741/79971/55204/25874/2752/5743/8934/5208/163882/3552/3553/7273/56947/8536/5468/10425/3059/27032/7545/11235/952/64083/5562/5019/5295/2150/5122/654/7124/3123/1432/23607/2534/7430/2852/79778/54543/2737/51024/285966/1020/94121/2182/10134/2316/51201/8754/79752/10497/7099/2040/7251/9776/572/9854/55691/5599/288/56681/6934/9531/101/10059/5213/338442/3843/8660/5106/5587/382/3091/9495/10972/7043/3320/11261/18/1459/79567/9501/57555/4836/22994/23255/55741/4946/5566/7040/3783/54795/7376/945/89781"	97
"GO:0009314"	"BP"	"GO:0009314"	"response to radiation"	"141/4576"	"452/18903"	0.000378271411028291	0.010281959619596	0.00808961511925925	"8863/10277/2140/10269/7398/24/65123/1196/3428/477/7391/64326/5743/25896/51514/163859/23596/1788/8491/3552/10010/51776/64859/84236/8864/4968/3269/993/4311/3592/165918/2868/84142/6423/836/6507/5562/1161/5295/7320/51149/7124/8831/1432/1026/5429/6785/5796/6648/4216/358/1956/1020/7076/2002/7319/4204/285/51435/23259/5423/6591/94241/4609/3297/301/2776/7295/210/3309/6609/1643/79073/7439/6094/10524/58473/10714/143570/10413/4312/4314/1410/23621/4297/3014/5599/10635/3845/4193/144715/675/10206/26224/3981/56339/4776/3091/1965/207/9112/4212/440275/90427/5888/54617/9768/5371/641/2072/9683/4313/55159/1535/4157/7157/8533/4239/90410/90313/672/4836/3690/2885/55364/8792/596/5111/7056/83658/11190/79913/10347/1153/92840/1032/1785/2063/3727/23373/4537"	141
"GO:0001101"	"BP"	"GO:0001101"	"response to acid chemical"	"50/4576"	"133/18903"	0.000384377935105594	0.0104040447813035	0.00818566898511029	"83667/1307/64121/2730/10542/28956/824/1788/1290/1373/23677/5290/3184/56034/836/153129/6880/7124/2729/58528/2534/1956/1278/538/1288/4067/5339/3297/210/445/572/143686/6935/22849/7009/3843/599/6495/197131/64506/4313/1728/8140/1535/1277/5111/1051/84861/80339/1291"	50
